Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
84,57,集美大学,献给昨日的颂歌,陈华弘,洪韩毅,廖杰如,张庆,False,True,5,703,Bronze,,,,,,,,,,,,,
85,,南京大学,RE的怪物正从窗边看着,李睿星,陈新,金昕炜,马骏,False,True,5,717,Bronze,,,,,,,,,,,,,
86,58,南开大学,数智省身_desuwa,陈馨颍,陈伯远,曲恒睿,刘晓光,False,True,5,725,Bronze,,,,,,,,,,,,,
87,59,上海大学,树上猫猫头,房辰燏,潘铧超,松浩然,沈俊,False,True,5,730,Bronze,,,,,,,,,,,,,
88,,哈尔滨工业大学（威海）,哈机密:我赌你的代码里没有臭虫,顾伟宸,李泳明,易子杰,董开坤,False,True,5,739,Bronze,,,,,,,,,,,,,
89,60,湖南理工学院,君不见高堂评测悲全WA,林卫昱,费峥宇,陈天好,李文彬,False,True,5,742,Bronze,,,,,,,,,,,,,
90,,武汉大学,西柚柠檬气泡水,陶赞宇,徐嘉浩,金润禾,董文永,False,True,5,743,Bronze,,,,,,,,,,,,,
91,61,上海财经大学,我们 AK CCPC,史靖玮,陶晟昱,周振凯,郭子超,False,True,5,746,Bronze,,,,,,,,,,,,,
92,62,中央民族大学,糖糖呆呆傻傻,马雨衡,盛楠,谌恒骏,孙娜,False,True,5,747,Bronze,,,,,,,,,,,,,
93,63,广东外语外贸大学,Fe++,罗梓元,甄浩鹏,钟振宇,郑琪,False,True,5,759,Bronze,,,,,,,,,,,,,
94,64,北京邮电大学,邮男之旅,王昰妍,蔡禹煊,冯仁宇,徐鹏,False,True,5,766,Bronze,,,,,,,,,,,,,
95,65,暨南大学,真得想个队名了,刘昌源,王宇涛,王星钱,蔡秋雯,False,True,5,776,Bronze,,,,,,,,,,,,,
96,66,湘潭大学,冬月既朔,谢东骏,李名杰,谢先皓,谢勇,False,True,5,778,Bronze,,,,,,,,,,,,,
97,,北京航空航天大学,零鱼水族馆,李墨之,邹广健,杭洋,宋友,False,True,5,780,Bronze,,,,,,,,,,,,,
98,67,华中师范大学,"兄弟,我来助你",郑壹腾,张凯文,汪祺祺,叶俊民,False,True,5,803,Bronze,,,,,,,,,,,,,
99,68,台州学院,三乌鲁鲁赌铜牌,韩松霖,陈逸轩,戴于皓,陈荣钦,False,True,5,804,Bronze,,,,,,,,,,,,,
100,69,浙大城市学院,别碰我键盘,项天聪,张宸赫,杨烨锋,柯海丰,False,True,5,1004,Bronze,,,,,,,,,,,,,
101,70,四川大学,重生之全都能做对,唐文可,王凯睿,张翰辰,左劼,False,True,5,1034,Bronze,,,,,,,,,,,,,
102,,四川大学,猎捕算法队,黄雨阳,陈启越,付乙淼,左劼,False,True,5,1058,Bronze,,,,,,,,,,,,,
103,,武汉理工大学,不再曼波,周泽鹏,孙晨奥,邢家童,赵冬冬,False,True,4,286,Bronze,,,,,,,,,,,,,
104,71,河北师范大学,可燃冰红茶,孙传炜,向清弘,李武,张培欣,False,True,4,289,Bronze,,,,,,,,,,,,,
105,,西安电子科技大学,无色透明,杨润彬,李聿垲,卢宇欣,张淑平,False,True,4,292,Bronze,,,,,,,,,,,,,
106,72,上海理工大学,距离2026年全国硕士研究生招生考试还有20天,董柯演,张皓宇,章振杰,周春樵,False,True,4,304,Bronze,,,,,,,,,,,,,
107,73,重庆理工大学,弈,许润峰,王俊杰,陆万豪,黄继平,False,True,4,316,Bronze,,,,,,,,,,,,,
108,74,华南师范大学,A了这题就吃麦旋风,袁浩轩,黄家谦,侯俊宇,梁军,False,True,4,323,Bronze,,,,,,,,,,,,,
109,75,上海科技大学,队名++;,陈籽安,何宗原,伍行,屠可伟,False,True,4,345,Bronze,,,,,,,,,,,,,
110,,哈尔滨工业大学,长崎不爽世,杜宇丰,陈信帆,黎子川,赵文博,False,True,4,357,Bronze,,,,,,,,,,,,,
111,,杭州电子科技大学,2025杭电7队,高书捷,王磊,祁梵森,刘春英,False,True,4,358,Bronze,,,,,,,,,,,,,
112,,四川大学,loveless,吴卓航,刘雨彤,潘运胜,左劼,False,True,4,363,Bronze,,,,,,,,,,,,,
113,76,长沙理工大学,"揭开记忆的帷幕,激起往昔的涟漪",陈师贤,赵翰熙,耿若冰,邓泽林,False,True,4,364,Bronze,,,,,,,,,,,,,
114,,哈尔滨工业大学（深圳）,溢出,李俊铖,谢明啸,李有维,卢瑶,False,True,4,369,Bronze,,,,,,,,,,,,,
115,77,广州大学,西哈诺2,郑灵杰,陈全隆,潘胜云,丘凯伦,False,True,4,373,Bronze,,,,,,,,,,,,,
116,78,香港中文大学（深圳）,正在验证该队是否是真人。,孙超逸,张力文,周天,马晨昊,False,True,4,378,Bronze,,,,,,,,,,,,,
117,79,苏州大学,RE 手动机,刘昕宇,沈杨卓凡,陈顾漪,朱晓旭,False,True,4,390,Bronze,,,,,,,,,,,,,
118,,中山大学,中山大学-山中大学,吴天轶,饶瀚宸,张殷豪,万海,False,True,4,412,Bronze,,,,,,,,,,,,,
119,80,南京航空航天大学,hum,吕海亮,黄子源,胡弘泰,邹春然,False,True,4,413,Bronze,,,,,,,,,,,,,
120,,北京邮电大学,此队伍名由AI生成,蔡芝林,张鲁豫,赵思涵,徐鹏,False,True,4,416,Bronze,,,,,,,,,,,,,
121,,中南大学,老司机带带我,吴子健,林宇煌,朱芝毅,陈再良,False,True,4,417,Bronze,,,,,,,,,,,,,
122,81,湖南城市学院,以下都是金牌,申宇健,何凯,周忠武,廖枝平,False,True,4,428,Bronze,,,,,,,,,,,,,
123,,华南理工大学,天降之物,何嘉骅,黄嘉坤,陆韦陶,冼楚华,False,True,4,432,Bronze,,,,,,,,,,,,,
124,82,西南民族大学,永远都像初次见你那样使我心荡漾,王海潮,张伟模,石珈豪,周绪川,False,True,4,435,Bronze,,,,,,,,,,,,,
125,83,山东科技大学,渡鸦号,宋明翰,李屹然,邢子建,吴振寰,False,True,4,454,Bronze,,,,,,,,,,,,,
126,,兰州大学,今晚来我床上打三国杀,曹家硕,沈天辰,张照博,马俊,False,True,4,460,Bronze,,,,,,,,,,,,,
127,,湘潭大学,赢赢赢,陈波,颜伟斌,宋仕凯,谢勇,False,True,4,462,Bronze,,,,,,,,,,,,,
128,84,赣东学院,世界遗忘我,李垚隆,,,胡敏,False,True,4,477,Bronze,,,,,,,,,,,,,
129,85,宁波大学,初音未来-纳西妲-芙宁娜第一可爱喵,杨晨,方梓安,何沐,陈叶芳,False,True,4,480,Bronze,,,,,,,,,,,,,
130,86,武汉纺织大学,2007,费文伟,孔浩杰,刘洋,张自力，彭涛,False,True,4,481,Bronze,,,,,,,,,,,,,
131,,南京航空航天大学,XML,任衍硕,邵嘉奇,张鑫雨,邹春然,False,True,4,484,Bronze,,,,,,,,,,,,,
132,,杭州电子科技大学,2025杭电16队,张舟,木义豪,谢之晗,穆海伦,False,True,4,498,Bronze,,,,,,,,,,,,,
133,87,长沙学院,我需要题目意思,曾俊,张方林,杨李兵,刘语欣,False,True,4,500,Bronze,,,,,,,,,,,,,
134,,西安交通大学,不知道起什么就不起了吧,王皓文,陈智,杨天昊,王龙翔,False,True,4,506,Bronze,,,,,,,,,,,,,
135,,山东大学,我不曾忘记,燕学烨,孙语聪,杨师玉,鹿旭东,False,True,4,517,Bronze,,,,,,,,,,,,,
136,88,国防科技大学,未忘花名,宋怀源,刘宇林,杨泽,张元良,False,True,4,521,Bronze,,,,,,,,,,,,,
137,,华南理工大学,Fast Fast TLE,吴挺宇,吴尚鸿,甘景贤,冼楚华,False,True,4,524,Bronze,,,,,,,,,,,,,
138,89,南阳理工学院,那个队,叶昱彤,陈泺冰,周硕涵,陈可,False,True,4,528,Bronze,,,,,,,,,,,,,
139,90,西安欧亚学院,略去过程QED,林川翔,刘家瑞,吴天乐,张文胜,False,True,4,529,Bronze,,,,,,,,,,,,,
140,91,河南理工大学,春秋蝉鸣泣之时,李梦洋,马俊超,熊佳乐,王建芳,False,True,4,532,Bronze,,,,,,,,,,,,,
141,,上海大学,i64,陈勇,邱吉睿,韦杰恒,沈俊,False,True,4,534,Bronze,,,,,,,,,,,,,
142,,长沙理工大学,神马都是浮云,王凯旋,李欢麒,易子寒,邓泽林,False,True,4,534,Bronze,,,,,,,,,,,,,
143,92,成都大学,妹相随~黑白世界的缤纷冒险~,万名森,冉天祺,赵嘉源,秦营,False,True,4,544,Bronze,,,,,,,,,,,,,
144,93,天津大学,黄金9,李佳璘,刘天轩,冯开淇,喻梅,False,True,4,546,Bronze,,,,,,,,,,,,,
145,,吉林大学,一发猜对,拱垲,张健哲,袁英麒,吕帅,False,True,4,552,Bronze,,,,,,,,,,,,,
146,94,浙江育英职业技术学院,育英七队,潘彬泽,孙明轩,刘金维,张驰,False,True,4,552,Bronze,,,,,,,,,,,,,
147,95,长安大学,5小时速通CCPC,刘葆骐,辜颖燊,高源,荆树旭,False,True,4,555,Bronze,,,,,,,,,,,,,
148,96,广西大学,队名WA2了,郑毅,陈君屹,杜永坤,詹锋,False,True,4,556,Bronze,,,,,,,,,,,,,
149,,北京邮电大学,Synthesis.,吴显熠,詹笙平,李天阳,徐鹏,False,True,4,569,Bronze,,,,,,,,,,,,,
150,97,重庆城市科技学院,"玄武门对掏,赢的人才配打重庆区域赛",吴广平,刘英凯,董铮,颜烨,False,True,4,573,Bronze,,,,,,,,,,,,,
151,98,西南大学,星海,蒋天逸,李尹棋,李倬君,韩先锋,False,True,4,578,Bronze,,,,,,,,,,,,,
152,,浙江理工大学,"ylhgg的最后一站,三人ACM冒险生涯的结束",胡涛,颜林浩,陈足楷,叶海荣,False,True,4,580,Bronze,,,,,,,,,,,,,
153,99,福建师范大学,最有希望的第二集,廖子涵,陈伟杰,熊依婷,林丽玉,False,True,4,582,Bronze,,,,,,,,,,,,,
154,100,西南科技大学,***,谢世杰,官畅宇,刘卓志,杨春明,False,True,4,597,Bronze,,,,,,,,,,,,,
155,,天津大学,调一下午还不队,周北辰,王心桐,刘泽培,喻梅,False,True,4,599,Bronze,,,,,,,,,,,,,
156,,东北大学,东北大学_宝石海星,孙祥坤,卢逸衡,张天一,刘小锋,False,True,4,632,Honorable,,,,,,,,,,,,,
157,,西安电子科技大学,风起鹰翔,陈俊睿,洪龙颖,王骏杰,李辉,False,True,4,648,Honorable,,,,,,,,,,,,,
158,,大连理工大学,鸭鸭乐园,蓝海洋,吴锡奎,陈德威,陆坤,False,True,4,774,Honorable,,,,,,,,,,,,,
159,,南方科技大学,南方科技大学-希尔万,王思忧,谢沁鑫,孙守毅,唐博,False,True,4,810,Honorable,,,,,,,,,,,,,
160,,山东大学,零一之间,杨佳明,相政阳,吴浩明,鹿旭东,False,True,4,814,Honorable,,,,,,,,,,,,,
161,101,湖南农业大学,会赢的,李海芬,李南翃,董振华,罗旭,False,True,4,1175,Honorable,,,,,,,,,,,,,
162,,西北工业大学,阿比斯深渊,黄知远,欧阳家杰,吕昊临,刘君瑞,False,True,3,83,Honorable,,,,,,,,,,,,,
163,,上海理工大学,爆一发只是在测数据强度,胡术淇,周正杰,李健,周春樵,False,True,3,139,Honorable,,,,,,,,,,,,,
164,102,山东理工大学,我每天打ACM也没上瘾啊,杨庭硕,崔立栋,王佳丽,曲志坚,False,True,3,149,Honorable,,,,,,,,,,,,,
165,,同济大学,云开自天明,姜乃珲,李烨,杜宇轩,叶晨,False,True,3,159,Honorable,,,,,,,,,,,,,
166,103,华北水利水电大学,FlowerandYou,刘桐,何嘉斌,张哲,杨绍禹,False,True,3,160,Honorable,,,,,,,,,,,,,
167,104,西南财经大学,狼狼狼,吴晗,杨龙皓,匡政宇,陈智,False,True,3,163,Honorable,,,,,,,,,,,,,
168,105,电子科技大学中山学院,随便做都队,黄潇岳,赵英炜,程旭,吴舜歆,False,True,3,165,Honorable,,,,,,,,,,,,,
169,,湖南大学,凌空摘星,朱潇庸,刘博文,文卓,吴昊,False,True,3,185,Honorable,,,,,,,,,,,,,
170,106,郑州轻工业大学,二分最优解,栗闫恒,曾郭康,夏高祥,朱会东,False,True,3,194,Honorable,,,,,,,,,,,,,
171,,浙江师范大学,我将以猫形态出击 Gundam Cat,兰博望,余健原,周雨星,邱晟,False,True,3,200,Honorable,,,,,,,,,,,,,
172,107,哈尔滨理工大学,哈理工12队CQ,冉渝旭,陈子权,刘名洋,唐远新,False,True,3,206,Honorable,,,,,,,,,,,,,
173,108,广西师范大学,哇哈哈哈哈哈,周紫阳,陈毅逊,马振涛,王金艳,False,True,3,214,Honorable,,,,,,,,,,,,,
174,,中山大学,中山大学-一个小队,周岱昕,张耀天,陈钰炜,金恺,False,True,3,215,Honorable,,,,,,,,,,,,,
175,109,湖南工业大学,零发罚时,陈旻烨,肖明阳,胡家兴,曹步清,False,True,3,215,Honorable,,,,,,,,,,,,,
176,110,成都信息工程大学,魔法披风,蔡忠纬,霍城宇,陈琪,刘仕筠,False,True,3,217,Honorable,,,,,,,,,,,,,
177,111,阜阳师范大学,爆裂黎明,张鹏程,严航,刘欣怡,范建中,False,True,3,219,Honorable,,,,,,,,,,,,,
178,112,韩山师范学院,玫瑰常开警告常在,黄梓颍,周树豪,黄子彪,田小霞,False,True,3,219,Honorable,,,,,,,,,,,,,
179,113,云南大学,残虹,李健阳,王毅豪,张祖翊,刘金卓,False,True,3,230,Honorable,,,,,,,,,,,,,
180,114,湖南财政经济学院,山城最后一栈,阳金波,申维聪,张帆,卢泽斌,False,True,3,230,Honorable,,,,,,,,,,,,,
181,,西南民族大学,Two to Two,韦慧欣,俞铭泽,俞欣,王琳,False,True,3,233,Honorable,,,,,,,,,,,,,
182,115,哈尔滨工程大学,队里只有一只二刺猿所以起名还是问fufu吧¿,赵艺凯,李焱冉,万德俊,国林,False,True,3,241,Honorable,,,,,,,,,,,,,
183,116,深圳大学,古故菇,李子炫,林文伟,李晗,孙玉玺,False,True,3,250,Honorable,,,,,,,,,,,,,
184,,广西大学,奇迹与你,曾佳宁,杨明辉,高健宁,詹锋,False,True,3,263,Honorable,,,,,,,,,,,,,
185,117,武汉科技大学,赤色风铃,王宇杰,明正阳,左新宇,李顺新,False,True,3,264,Honorable,,,,,,,,,,,,,
186,118,湖州师范学院,快速AC变换,叶潇奇,张嘉昌,孙新皓,计培良,False,True,3,267,Honorable,,,,,,,,,,,,,
187,,成都信息工程大学,鼠鼠大王,韦彦祖,魏章博,莫政君,童强,False,True,3,271,Honorable,,,,,,,,,,,,,
188,,浙大城市学院,云水璃灯外,林嘉亮,林景阳,张洋鸣,柯海丰,False,True,3,273,Honorable,,,,,,,,,,,,,
189,119,湖北工业大学,小丑派对,解哲曦,梅子恒,张忆周,徐承志,False,True,3,275,Honorable,,,,,,,,,,,,,
190,120,上海电力大学,沉入奈落之底,朱凯年,胡凌,王鼎皓,李博,False,True,3,277,Honorable,,,,,,,,,,,,,
191,121,武汉工程大学,我想吃掉你的金牌,乔翊展,邓文豪,曾宪理,李洪利,False,True,3,281,Honorable,,,,,,,,,,,,,
192,122,浙大宁波理工学院,阿蒙络合物,刘佳乐,丁智宇,叶仲豪,郭新友,False,True,3,287,Honorable,,,,,,,,,,,,,
193,123,南昌航空大学,"那一天的算法,算法起来",林培豪,张进超,赖剑峰,陈英,False,True,3,291,Honorable,,,,,,,,,,,,,
194,124,广东东软学院,提前恭喜我们获得铁牌,康忠毅,陈笔政,李寅之,杨超,False,True,3,293,Honorable,,,,,,,,,,,,,
195,125,浙江工商大学,魔法火焰,邬子阳,詹海吉,徐晓轩,朱旭东,False,True,3,293,Honorable,,,,,,,,,,,,,
196,126,南昌大学,雪月花,何超,满曜嘉,吴帅兵,于海雯,False,True,3,297,Honorable,,,,,,,,,,,,,
197,,浙江育英职业技术学院,育英二队,吴玥葳,陈旌,胡壹楠,张驰,False,True,3,298,Honorable,,,,,,,,,,,,,
198,127,郑州经贸学院,君与ACM之恋,董昭佑,穆金磊,巩俊哲,薛峰,False,True,3,299,Honorable,,,,,,,,,,,,,
199,128,四川师范大学,"写都写了,交一发吧",唐宇,武恒,李嘉乐,徐勇,False,True,3,305,Honorable,,,,,,,,,,,,,
