Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
,,华为技术有限公司,中山大学_新生三队,邓明昱,左谭励,欧梓洋,郑立铭,,False,6,827,,,+1(84),,,+(22),,+2(125),,,+(40),+(70),,+7(286)
23,,清华大学,进行一个象的抽,王锦博,张睿阳,张怀沙,邬晓钧,,True,6,929,Gold,,+2(256),,,+(14),,+1(179),,+(242),+(34),+1(124),,
24,17,华中科技大学,点子哥，救救我,汪文卓,金城根,杨治,何琨,,True,6,969,Gold,,+1(210),+(238),,+1(20),,+5(186),,-1,+(38),+1(117),,
25,18,南京大学,随家仓,樊书岩,邓淇,李承泽,马骏,,True,6,1054,Gold,,+(252),,,+(17),,+2(208),,,+2(86),+2(98),,+(273)
26,19,杭州电子科技大学,杭电2队,徐墨凡,徐铭扬,余梓诚,刘春英,,True,6,1177,Gold,,+4(218),+(292),,+(9),,+7(222),,,+1(21),+1(155),,
27,,广东工业大学,jump！！！！,林俊耿,肖能翔,杨子弘,孙宣东,,True,5,467,Gold,,+2(84),,,+(11),-9,+1(123),,,+1(36),+1(113),,-7
,,南京外国语学校,小岛杏花,夏睿泽,项承煦,孔韬棋,张超,,False,5,515,,,+(141),-6,-2,+1(28),,+1(136),,-1,+(45),+1(105),,
28,20,西安电子科技大学,喵亦或鱼,谢睿杰,文童宇,冯子诚,马小科,,True,5,539,Gold,,+(62),,,+(15),,+2(210),,,+(74),+1(118),,
29,21,南京邮电大学,内鬼猫猫头,张禹健,冯一帆,文超航,陈志,,True,5,568,Gold,,+(215),,,+(14),,+1(165),,,+(52),+(102),,
30,22,杭州电子科技大学信息工程学院,无尽的风之轨迹,杨鑫,尹凯乐,周越,李钧,,True,5,574,Gold,,+(94),,,+(17),,+2(214),,,+(36),+1(153),,
31,,哈尔滨工业大学,碧天伴行,张城玮,卢景行,田宇丰,赵文博,,True,5,579,Gold,,+(51),,,+(16),,+(164),,,+(46),+5(202),,
32,23,哈尔滨理工大学,哈理工11队NJ,王令开,刘泽旭,李晶洋,叶飞,,True,5,644,Gold,,+1(121),,,+(16),,+1(241),,,+(69),+(157),,
33,24,香港科技大学广州,扎古扎古，哥哥连A题都过不掉嘛,王向前,罗浩,储文皓,熊辉,,True,5,645,Gold,,+1(174),-3,,+1(15),,+2(162),,,+1(90),+(104),,-4
34,,哈尔滨工业大学,W4p3r Fan Club,方智鉴,范嘉涵,孔敬德,赵文博,,True,5,650,Silver,,+(89),,,+(14),,+2(210),,,+(44),+1(233),,-3
35,25,西北工业大学,wanna be free ,尹新祥,龚熙尧,程文楷,姜学锋,,True,5,656,Silver,,+(92),+2(222),,+(11),-6,-3,,,+(36),+(255),-2,
36,26,吉林大学,划船全靠浪,武锦旗,刘凡平,赵星宇,李强,,True,5,660,Silver,,+2(251),,,+(12),,+1(209),,,+(36),+(92),,
37,,北京理工大学,大香蕉的感觉不奇妙,王翔宇,叶子宁,戴睿,林永钢,,True,5,665,Silver,,+(223),,,+(11),,+4(210),,,+(33),+1(88),,
38,27,西湖大学,轰炸机数学学院,汪阳,贾岚晴,俞开,周广成,,True,5,667,Silver,,+1(223),,,+(9),,+5(207),,,+(61),+(47),,-3
39,,清华大学,休闲大队,贾朝蓬,冷滟泽,骆科运,邬晓钧,,True,5,674,Silver,,+1(187),,,+(8),,+2(193),,,+1(69),+2(97),,-5
40,28,武汉大学,永恒罅隙,张涵,孙阳光,金润禾,董文永,,True,5,691,Silver,-1,+(37),,,+(5),,+1(240),,,+3(149),+(180),,
41,,南京大学,不敢苟铜,熊俊淇,李方泽,陈哲敏,马骏,,True,5,693,Silver,,-3,,,+1(24),,+1(128),,,+(51),+2(228),-2,+1(162)
42,29,长沙理工大学,代码不能从这一侧AC,徐彬峰,詹一夫,王兴宇,邓泽林,,True,5,723,Silver,,+1(184),,,+(10),,+2(197),,,+(55),+(217),-2,
43,30,福州大学,重返未来,游世伟,王子豪,蔡长波,傅仰耿,,True,5,724,Silver,,+1(210),,,+(10),,+2(243),,,+(35),+1(146),,-2
44,31,中国矿业大学（北京）,守村人,罗心伟,郭天茁,史坪巧,周法国,,True,5,730,Silver,,+(250),,,+(15),,+2(224),,,+2(109),+(52),,
45,32,兰州大学,真没睡,张恩彬,李大源,水源,马俊,,True,5,737,Silver,,-6,+1(294),,+1(17),,+3(167),,,+(41),+(118),,
46,33,中国地质大学（北京）,玩机械动力玩的,许兴城,滕俊宁,盖林,夏军宝,,True,5,759,Silver,,+(56),,,+(14),,+2(291),,,+(36),+4(242),,
47,34,华南理工大学,《与主更近》,陈鹏,关锦权,梁国轩,冼楚华,,True,5,765,Silver,,+1(244),,,+(13),,+1(230),,,+(47),+(191),,
,,南京大学,什么实力和我作队,周尹丞,刘子健,彭章荣,马骏,,False,5,786,,,+(117),,,+2(17),,+2(192),,,+4(176),+1(104),,
48,35,华中师范大学,败犬acmer太多了,张凯文,杨波,汪祺祺,叶俊民,,True,5,802,Silver,,+(157),,,+1(28),,+2(286),,,+(69),+1(182),-1,
49,,电子科技大学,UESTC_等下掉线一会,赵锐枫,蔡锦哲,王东威,汪小平,,True,5,807,Silver,,+(153),,,+1(16),,+1(212),,,+2(42),+3(244),,-6
50,36,福建师范大学,杰尼龟快使用飞叶快刀,夏子洋,柯培垚,王潇,肖如良,,True,5,808,Silver,,+(153),,,+1(24),,+1(219),,,+(32),+4(260),-2,
,,上海楷登电子科技有限公司,射线,王思邈,胥啸虎,杨潇,王思邈,,False,5,824,,,+6(266),,,+(10),,+3(249),,,+(40),+1(59),-2,-2
51,37,哈尔滨工业大学（深圳）,潜水小怪,孙宇开,羊柯伍,梁彬,刘圣,,True,5,847,Silver,,+8(213),,,+1(22),,+(169),,,+1(43),+3(140),,-2
52,,东北大学,东北大学_叫什么随便吧,徐海,韩重,肖举涛,刘小锋,,True,5,856,Silver,,+(140),,,+(22),,+1(278),,,+(128),+2(228),-4,
53,,华中科技大学,和平讨论不带节奏,聂卓然,冯育硕,杨家祯,何琨,,True,5,864,Silver,,+1(179),,,+2(29),,+1(151),,,+(50),+4(295),,
54,38,华东师范大学,至此，一锤定音,冯顾炜,许乐,冯嘉一,肖春芸,,True,5,866,Silver,-1,-4,,,+(17),,+3(279),,,+1(70),+2(158),,+2(182)
55,39,昆山杜克大学,沙威玛转acm,胡子,王钧澎,袁天骏,黄名畯,,True,5,874,Silver,,+2(248),,,+1(34),,+2(201),,,+1(109),+1(142),,
56,40,重庆理工大学,乱,于张本,许润峰,张洋,黄继平,,True,5,897,Silver,,+4(265),,,+(12),,+1(211),,,+(60),+1(229),,
57,41,东南大学,不休独舞,戚雨林,张皓,王希陶,倪庆剑,,True,5,925,Silver,,+1(153),,,+(31),,+2(256),,,+(81),+3(284),,-1
58,,南京大学,该名称已被占用,罗荣鑫,卢林强,汪文韬,马骏,,True,5,933,Silver,,+1(192),,,+2(25),,+1(241),,,+(94),+2(261),,
,,南京大学,无名,林晨浩,计昀,蒋雨泽,张志伟,,False,4,352,,,+(126),,,+(24),,-8,,,+(94),+2(68),,
59,,复旦大学,以键盘的音色世界鸣响,白杨硕,林诗航,张一白,孙未未,,True,4,357,Silver,-1,-3,-1,,+(11),,+1(164),,,+(89),+(73),,
60,42,山东大学,电话微波炉（暂定）,詹靖杰,宿子腾,董家豪,崔学峰,,True,4,361,Silver,,,,,+2(24),,+1(159),,,+(41),+(77),,-9
61,43,上海大学,类人Malou,张学鹏,方任斌 ,陈仕杰,沈俊,,True,4,372,Silver,,-5,,,+(17),,+1(119),,,+(61),+(155),,
62,44,国防科技大学,青铜时代号,李泽锴,王荣航,蒋卓彧,张元良,,True,4,374,Silver,,-2,-2,,+(16),,+2(152),,,+1(46),+(100),,
63,,东南大学,事已至此，先吃饭吧,靳赫涛,杜鑫研,毛周祥,倪庆剑,,True,4,375,Silver,,-1,,,+(10),-6,+1(104),,,+1(43),+(178),-2,
64,,杭州电子科技大学,杭电5队,许思杰,蔡炜权,范宇航,刘春英,,True,4,391,Silver,,,-3,,+(7),,+1(163),,,+(42),+(159),,
65,45,宁波大学,三人小队,刘毅,李安康,曾昆,陈叶芳,,True,4,398,Silver,,+(119),,,+(25),,-5,,,+(79),+(175),,
66,,东北大学,东北大学_夕阳红小队,濮金骁,祝云飞,王子晗,刘小锋,,True,4,429,Silver,,-1,,,+(17),,+1(171),,,+(29),+1(172),,-8
67,46,武汉科技大学,理塘的最强傳説純真猛虎丁一郎,袁铭,潘骏,王宇杰,李顺新,,True,4,433,Silver,,-3,,,+(10),,+1(218),,,+(71),+(114),,
68,47,成都信息工程大学,可我始终不及你的冰冷,季璨,秦朝超,王熙岚,黄健,,True,4,438,Silver,,-4,,,+(8),,+2(207),,,+(40),+1(123),,
69,,北京邮电大学,帮帮我，评测机老爷爷！,蔡禹煊,曾巍,蔡佩霖,杨亚,,True,4,448,Silver,,+(149),,,+1(36),,-9,,,+(77),+(166),,
70,48,集美大学,夏日重现,道又铭,叶文定,庄晓兵,郑翠玲,,True,4,452,Silver,,+(158),,,+(18),,-4,,,+(59),+1(197),,
71,49,香港中文大學,自攻螺絲,张天瀚,黃文禮,Poonyapat Sriroth,麥偉豪,,True,4,461,Silver,,-2,,,+(10),,+4(119),,,+(39),+2(173),,
72,,北京邮电大学,[AI]GPT4o,袁桦斌,杨毅霖,马骐荣,杨亚,,True,4,466,Silver,,+(123),,,+(14),,-4,,,+1(82),+1(207),,
73,50,青岛理工大学,无垠序曲,胡书杰,饶礼建,黄从恺,吴万春,,True,4,468,Silver,,-3,,,+(10),,+3(239),,,+(28),+(131),,
74,51,中国科学院大学,啥,石曜铭,尤俊翔,吕安哲,孙晓明,,True,4,471,Silver,,+(163),,,+(18),,-9,,,+1(84),+(186),,
75,52,浙江理工大学,浙理不队,项帅,张浩,章智博,叶海荣,,True,4,473,Silver,,-4,,,+(21),,+5(234),,,+(41),+(77),,
76,53,燕山大学,塔山之巅,孙振轩,李一阳,吴亚楠,穆运峰,,True,4,488,Silver,,+1(207),,,+1(16),,-8,,,+(59),+(166),,
77,54,东北大学秦皇岛分校,最澄澈的空与海,唐德斌,王若翔,邓逸飞,王和兴,,True,4,494,Silver,,-5,,,+3(51),,+(201),,,+(78),+(104),,
78,55,同济大学,星辰之音,杨非凡,尚莉强,吕博文,叶晨,,True,4,502,Silver,,-4,,,+(14),,+1(211),,,+(59),+2(158),,
79,,东北大学秦皇岛分校,鸡鸣湖畔,司伟业,张昱东,张裕博,王和兴,,True,4,506,Silver,,+(185),,,+(18),,+2(172),,,+1(71),-3,,-4
80,56,大连海事大学,黄气球杀手,任毅,张雨露,周晨枫,谢益武,,True,4,507,Silver,,+(148),,,+(17),,-7,,,+1(117),+(205),,
81,,同济大学,于离别之朝束起约定之花,靳嘉成,刘诗奇,吴晶承,叶晨,,True,4,509,Silver,,+(136),-1,,+1(15),,+1(257),,,+(61),,,
82,57,台州学院,别急,刘韬,金鑫,陈逸轩,华晓锋,,True,4,515,Silver,,-1,,,+(15),,+3(239),,,+1(65),+(116),,
83,,上海大学,我将，扭转万象,王轶轩,邵一涵,卢昭阳,李晓强,,True,4,520,Silver,,-3,,,+(14),,+2(269),,,+(66),+(131),-1,
,,南京航空航天大学,DML,沈运之,邵嘉奇,任衍硕,邹春然,,False,4,527,,,-7,,,+(15),,+3(266),,,+(57),+(129),,
84,,华南理工大学,五小时对于三个acmer来说还是太短了,赵玺焱,唐瑞林,李嘉锐,冼楚华,,True,4,537,Silver,,-5,,,+(26),,+6(257),,,+(44),+(90),,
85,58,中国地质大学（武汉）,不可思议之国的爱丽丝正在梦游仙境,陈学海,李诏天,何坤良,张锋,,True,4,544,Silver,,+(152),,,+2(19),,-4,,,+(52),+2(241),,
86,59,天津大学,老玩家回归,陈奕池,安玺儒,万文彬,于瑞国,,True,4,548,Silver,,-6,,,+(14),,+1(279),,,+1(62),+1(133),,
87,60,中国民航大学,四渡赤水,崔凌宵,陆浩楠,颜一鸣,张智,,True,4,550,Silver,,-3,,,+1(10),,+6(245),,,+(65),+(90),,-6
,,牛客竞赛,过去软弱的我已经死了，现在更软弱的我又要死了！,兰宇平,张逸凡,林鑫淼,王清楚,,False,4,555,,,-7,,,+1(16),,+1(163),,,+1(132),+(184),,
88,,中国科学技术大学,随机化,涂建鹏,高华成,何煜恒,孙广中,,True,4,564,Silver,,-2,,,+1(20),,+5(137),,,+1(47),+1(200),-1,
89,61,大连理工大学,可持久化猫猫虫自动机,刘博文,连茗暄,刘兆洲,梁冰,,True,4,575,Silver,,-1,,,+(27),,+2(226),,,+(62),+1(200),,-1
90,62,浙江师范大学,未命名1.cpp,丁逸飞,王学远,章可仲,邱晟,,True,4,575,Silver,,-5,,,+(29),,+3(285),,,+(62),+(139),,
,,浙江金华第一中学,博导第一个睡,丁璐源,马平川,王马瑞,毛丹怡,,False,4,579,,,-6,,,+(18),,+5(281),,-1,+1(67),+(93),,
91,,华东师范大学,东方 homo 馆,漆宇祥,范晨阳,余东桦,杜育根,,True,4,586,Silver,,-6,,,+(26),,+2(229),,,+(71),+(220),,
92,63,浙江工业大学,ZJUT7,陆仙梁,冯梓航,施豪硕,王春平,,True,4,590,Silver,,-1,,,+(27),,+1(191),,,+(73),+2(239),,
93,,山东大学,芝士队名,吴一豪,王路阳,王政骁,鹿旭东,,True,4,591,Silver,,-2,,,+3(32),,+2(219),,,+(66),+2(134),,
94,64,北京化工大学,你先开的,熊家怡,曾赫喆,安晓阳,周晓琳,,True,4,594,Silver,,-1,,,+(32),,+(281),,,+1(63),+1(178),,
95,65,中国人民大学,字节无虞,刘嘉俊,孟珺,钱泽瑄,孙辉,,True,4,597,Silver,,+(126),,,+1(25),,,,,+2(128),+(258),,
96,66,北京师范大学,苹果狗,陈志锐,徐若翔,王儒斌,徐鹏飞,,True,4,601,Silver,,-3,,,+1(27),,+5(264),,,+1(65),+(105),,
97,67,深圳技术大学,SZTU_断了的轨迹,张俊城,莫昊,黄睿,郭云镝,,True,4,601,Silver,,-3,,,+2(26),,+1(276),,,+(69),+(170),,
98,68,青岛大学,月色回音,曾学钦,代自超,李子涵,张志梅,,True,4,604,Silver,,-1,,,+(11),,+3(282),,,+1(56),+1(155),,
99,69,哈尔滨工程大学,有人说亡藜伴白首不如物流部报数那为什么不叫王老板爆杀,王一帆,张传炯,金炜东,国林,,True,4,606,Silver,,-4,,,+(11),,+2(230),,,+2(104),+2(141),,
100,,电子科技大学,UESTC_正在验证您是否是真人,汤宗铉,李果,林子豪,吴磊,,True,4,607,Bronze,,-6,,,+1(30),-2,+3(234),,,+1(80),+(163),,
101,70,西北农林科技大学,不会起名,蔡祺峰,韩邦远,范中博,耿耀君,,True,4,608,Bronze,,-2,,,+(19),,+2(247),,,+3(82),+(160),,
102,71,深圳大学,秋秋你给我块金牌吧，我什么都绘做的,王荟斐,邹瀚泓,蔡子健,秦建斌,,True,4,609,Bronze,,-5,,,+(16),,+3(172),,,+1(61),+1(260),,
103,72,湘潭大学,horizon,欧鹏夫,曾鸿文,贺正高,谢勇,,True,4,614,Bronze,,-4,,,+1(29),,+4(271),,,+2(45),+(129),,
104,,浙江工业大学,下次还填非常简单,高钰峰,杨若童,梁越,韩姗姗,,True,4,614,Bronze,,-1,,,+(14),,+1(202),,,+(56),+2(282),,
105,73,杭州师范大学,知识学爆,叶志汉,金岸,王熠楠,单振宇,,True,4,615,Bronze,,+(266),,,+(31),,-4,,,+(114),+(204),,
106,,中山大学,中山大学_队,吴振熙,谭栋泽,万耀文,张子臻,,True,4,619,Bronze,,,,,+(24),,+2(291),,,+(57),+2(167),,-1
107,74,南京理工大学,彩虹猫猫头,冯宇杰,刘一欢,吴东来,余立功,,True,4,623,Bronze,,,,,+(20),,+6(251),,,+(54),+3(118),,
108,,湘潭大学,夜曲,曾庆鑫,叶祖晨,卓越,谢勇,,True,4,625,Bronze,,-6,,,+1(28),,+9(257),,,+(55),+(85),,
109,75,成都理工大学,我嘞个豆豆啊,张晨瑀,陈家宝,向坪君,李军,,True,4,626,Bronze,,-1,,,+(14),,+3(280),,,+1(95),+(157),,
110,76,浙江万里学院,MikuFans,侯睿远,赵之钰,竺夏,柴本成,,True,4,627,Bronze,,,,,+(11),,+(278),,,+(82),+2(216),,
111,,北京交通大学,七海之旅,王君斐,杜宜宸,魏浩桓,许华婷,,True,4,628,Bronze,,,,,+(10),,+2(236),,,+(56),+1(266),,
112,,北京理工大学,存在证明的自动机械,金典,黄冠泽,钟星宇,史继筠,,True,4,629,Bronze,,-1,,,+1(26),,+1(194),,,+(70),+1(279),,
113,77,郑州轻工业大学,奶龙幼儿园,刘家贤,吴宇扬,姬孟龙,李晔,,True,4,629,Bronze,,,,,+(14),,+8(298),,,+(41),+1(96),,
114,,南京大学,广告位招租,邓铭越,郦恒仪,程星智,马骏,,True,4,630,Bronze,,-1,,,+1(22),,+4(216),,,+4(82),+2(90),,
115,,南京理工大学,太空猫猫头,陈宇航,许廷阳,谭清海,余立功,,True,4,633,Bronze,,-1,,,+(19),,+2(291),,,+1(83),+1(160),,
116,,浙江师范大学,五金店,童培峻,余健原,李羿辰,周昌军,,True,4,634,Bronze,,,,,+(10),,+1(254),,,+(111),+2(199),,
117,78,大连大学,队里有人玩原神,张逸璇,魏恒彬,蒋文博,邱少明,,True,4,634,Bronze,,,,,+(23),,+2(271),,,+1(119),+(161),,
118,,浙江师范大学,主C没来,厉文浩,陈增豪,许凯胤,蒋云良,,True,4,645,Bronze,,-2,,,+(9),,+8(260),,,+(25),+1(171),,
119,,武汉大学,三个人凑不出一个队名,徐嘉浩,罗岑,柯昀志,董,,True,4,646,Bronze,,,,,+(14),,+(168),,,+1(45),+6(279),,
120,79,哈尔滨工业大学（威海）,神秘客,易子杰,顾伟宸,李泳明,董开坤,,True,4,647,Bronze,,-5,,,+2(77),,+1(171),,,+1(65),+1(234),,
121,80,江南大学,禁忌「莱瓦汀」,董万里,赵泓博,上官家哲,蒋敏,,True,4,657,Bronze,,+2(297),,,+(19),,,,,+(71),+(230),,
122,81,西安交通大学,事已至此，先派个人睡觉吧,封鸿焱,姜宇骋,王君睿,王龙翔,,True,4,666,Bronze,,-1,,,+1(43),,+5(270),,,+(83),+2(110),,
123,82,河海大学,我的acm铁牌物语果然有问题,付宏磊,朱庆刚,林桁,张雪洁,,True,4,671,Bronze,,,,,+(17),,+6(247),,,+2(90),+(157),,
124,83,新疆大学,花开城南,夏健翔,王可立,章凇瑜,吴健强,,True,4,674,Bronze,,+1(181),-1,,+1(64),,+(244),,,+1(125),-2,-1,
125,84,安徽理工大学,我永远喜欢Chtholly,厉东霖,李天祥,袁赐云,蒋社想,,True,4,689,Bronze,-1,+1(287),-1,,+(15),,+4(198),,,+2(49),-1,,
126,,北京航空航天大学,不拿金牌不报销,廖鹏飞,陈睿正,闫佳豪,宋友,,True,4,690,Bronze,,,,-2,+(10),,+5(263),,,+(67),+1(230),,
127,,华南理工大学,洛杉矶糊人,严浩文,董宏远,李建成,冼楚华,,True,4,714,Bronze,,-2,,,+(30),,+3(193),,,+(55),+4(296),,
128,,福州大学,Wa?Wa也算时间哦,廖棋灿,吴羽晗,陈程忞,傅仰耿,,True,4,747,Bronze,,,,,+(17),,+4(291),,,+1(104),+(235),,
129,85,长春理工大学,海辰少儿信奥黄老师,陈奕帆,唐海原,黄炳睿,王睿,,True,4,787,Bronze,,-9,,,+(19),,+2(278),,,+1(54),+6(256),,
130,,华中科技大学,长夜杯空,万睿朋,邓本永,李鑫,何琨,,True,4,793,Bronze,,+1(248),,,+(13),,+9(282),,,+(50),,,
131,86,江苏大学,扫一遍就过了,张道正,庞政,赵安杰,潘雨青,,True,4,804,Bronze,,+(192),,,+(9),,+7(241),,,+3(162),,,
132,,中国人民大学,智算先锋,蔡松洋,朱哲,崔恩赫,孙辉,,True,4,907,Bronze,,,,,+2(24),,+2(296),,,+1(156),+2(291),,
133,,西湖大学,天生一队,楼鑫浩,刘振豪,杨宇恒,周广成,,True,3,137,Bronze,,,,,+(15),,-7,,,+1(40),+(62),,
134,87,南京信息工程大学,我都可以,孙嘉诚,朱一诺,俞卓群,郑关胜,,True,3,197,Bronze,,-1,,,+(8),,-6,,,+1(41),+1(108),-1,
135,,西安交通大学,天狼星的心脏,洪家庆,刘一可,许孜诚,王龙翔,,True,3,200,Bronze,,-4,,,+(8),,+(143),,,+(49),-7,,
136,88,广州大学,六兆TLEと一WA物語,郑灵杰,林树沛,陈全隆,赵睿,,True,3,202,Bronze,,,,,+(13),,-2,,,+(49),+(140),,
137,89,东华大学,最小瓶颈路,邵兵,李虹宇,郭峻岑,黄永锋,,True,3,203,Bronze,,-2,,,+(19),,-7,,,+(58),+1(106),,
138,,东华大学,陈晓剑舞,孙逸凡,杨文杰,郭旭阳,黄永锋,,True,3,211,Bronze,,,,,+1(20),,-4,,,+2(65),+(66),,
139,90,上海理工大学,吃,章振杰,黄毅帆,龚丞思,周春樵,,True,3,215,Bronze,,,,,+(9),,-3,,,+(64),+(142),,-7
