Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
16,,中山大学,中山大学-打铁旅游,苏律硕,肖淇,吴明禹,林瀚,,True,7,1455,Gold,+(220),+2(166),,+(35),,,+4(130),+(280),+(264),+(240),,,
17,,浙江大学,假如像他一样语文 130,毛艺婷,姜圻圣,张涵硕,王灿,,True,7,1485,Gold,+3(211),+2(285),,+(50),,,+4(221),+(40),+(235),+3(203),-4,,
18,12,中国科学技术大学,无垠,韩尚格,王怡钧,赖浩宸,周英华,,True,6,686,Gold,+2(194),,,+2(29),-3,-10,+2(62),+1(109),+1(88),+(44),,,
19,,上海交通大学,华丽收场+,梁航宇,黄烨威,蒋天杭,俞勇,,True,6,831,Gold,+(166),+2(242),,+(30),,,+1(91),+1(76),,+(146),-2,,
20,13,电子科技大学,UESTC_十斤鸭梨,黄霖,徐辰烨,祁泓金,杨鹏,,True,6,883,Gold,+2(242),,,+1(46),-16,,+5(128),+(58),+(157),+(92),,,
21,14,北京邮电大学,不是清北一队,许智彬,潘毅恒,杨浩琨,杨亚,,True,6,892,Gold,+1(234),-1,,+(36),,,+2(95),+2(141),,+(131),+(155),,
22,,南京大学,招魂时刻,何平,陈煜航,杨涵宇,马骏,,True,6,898,Gold,+(138),+(230),,+(108),,,+6(150),+(40),,+1(92),-1,,
23,,武汉大学,西柚柠檬气泡水,徐嘉浩,金润禾,陶赞宇,董文永,,True,6,914,Gold,+1(205),,,+(23),,,+(100),+1(51),,+1(187),+(288),,
24,15,湘潭大学,沪上老登,卓越,曾庆鑫,程书涵,谢勇,,True,6,937,Gold,+(123),+6(297),,+(65),,,+1(90),+(70),,+(152),,,
,,上海市曹杨第二中学,超级激动狂喜,蔡弈凡,燕子何,李烨霖,屈运华,,False,6,950,,+(193),-6,,+(32),,,+1(74),+(181),+(200),+1(230),-6,,
25,,复旦大学,五行缺金,林诗航,张勖扬,沈子轩,孙未未,,True,6,958,Gold,+2(259),,,+1(46),,,+1(74),+1(29),-3,+(101),+3(289),,
26,,南京大学,RE的怪物正从窗边看着,陈新,金昕炜,李睿星,马骏,,True,6,960,Gold,+1(222),-3,,+2(68),,,+5(58),+(81),,+(153),+1(198),,
27,16,山东大学,电话微波炉（暂定）,詹靖杰,宿子腾,连君朴,崔学峰,,True,6,962,Gold,+(213),+1(283),,+(36),,,+1(62),+(193),,+(135),-4,,
,,浙江金华第一中学,稳中向好,丁璐源,马平川,王马瑞,毛丹怡,,False,6,968,,+(144),-1,-1,+(30),-1,-1,+1(87),+1(95),+2(287),+1(225),-1,-1,-1
28,17,北京航空航天大学,奇迹和魔法，都是存在的,李澎瑞,孙健钧,黄伟宁,宋友,,True,6,980,Gold,+3(250),+(292),,+1(23),,,+2(57),+(73),,+2(125),,,
29,,山东大学,SDU-ENG,钟以楠,陈方航,刘智豪,崔学峰,,True,6,989,Gold,+1(39),+2(298),,+(50),,,+1(119),+1(138),,+2(205),,,
30,18,华中科技大学,和平讨论不带节奏,冯育硕,聂卓然,杨家祯,何琨,,True,6,1009,Gold,+1(224),-10,,+(26),,,+5(144),+(70),+(258),+(167),,,
31,19,南方科技大学,南方科技大学-养老院护工,姜奕豪,张祺宇,叶翰邦,唐博,,True,6,1015,Silver,-4,+5(287),,+3(184),,,+1(62),+1(30),+(145),+(107),,,
32,20,湖南师范大学,雾之湖,段天琦,钟啸,魏佳蕾,罗迅,,True,6,1025,Silver,+(108),,,+1(37),,,+1(140),+(103),+5(283),+1(194),,,
33,,武汉大学,很弱的低手,张心悦,蔡骐羽,罗汇翔,董文永,,True,6,1030,Silver,+2(259),+(270),,+(48),,,+1(96),+(64),-1,+3(173),,,
34,,浙江大学,石莓,曾皓威,周圣杰,谭睿,王灿,,True,6,1062,Silver,+(247),-2,,+1(99),-4,,+2(133),+1(95),+(251),+(157),,,
35,,复旦大学,奶龙的小七,邹丰羽,沈高畅,姚奕,孙未未,,True,6,1100,Silver,+6(297),,,+(30),,,+1(77),+2(132),+(255),+1(109),,,
36,21,西安交通大学,麒麟王,姜宇骋,王君睿,林子涵,王龙翔,,True,6,1174,Silver,+1(266),-1,,+1(39),,,+3(76),+3(210),+1(284),+(119),,,
37,,浙江大学,透明哀歌,周俊康,潘永健,叶纳诚,王灿,,True,6,1178,Silver,+(163),,,+1(64),,,+(126),+1(95),+9(291),+1(199),,,
38,22,北京理工大学,Penalty这么高它的意思一定是分数吧,柯宁皓,张思哲,黄康,林永钢,,True,6,1221,Silver,+(195),+8(284),,+2(123),,,+2(62),+1(161),-1,+(136),,,
39,,中国科学技术大学,故事的下一页,汪晨曦,殷跃然,常铭,周英华,,True,6,1238,Silver,+1(256),,,+(23),,,+1(85),+(63),+2(292),+8(279),,,
40,,复旦大学,AAA专业歪榜修正奶龙,李佳骏,施陈豪,吴童,孙未未,,True,6,1334,Silver,+(85),,,+2(144),,,+4(235),+3(284),+2(231),+1(115),-4,,
41,23,深圳大学,瓦尔普吉斯,王荟斐,邹瀚泓,梁展宇,秦建斌,,True,5,502,Silver,+(204),-1,,+(20),,,+1(59),+(41),,+1(138),,,
42,,山东大学,应用随机过程,苏岳,王源鑫,李玉庭,崔学峰,,True,5,512,Silver,+2(194),-2,,+(30),,,+(90),+(37),-24,+(121),,,
43,,北京航空航天大学,偏差认矢,邹广健,杭洋,李墨之,宋友,,True,5,518,Silver,+(129),-1,,+1(50),,,+(48),+(62),,+(209),,,
44,24,中国传媒大学,再演,陈旻庚,朱霁,叶阳,杨丽芳,,True,5,579,Silver,+(172),,,+(44),-2,,+2(103),+(67),-3,+1(133),,,
45,25,南京理工大学,你怎么知道我在四级考试得了433分,陈静波,彭锐政,刘懿臻,余立功,,True,5,595,Silver,+1(197),,,+(52),,,+3(136),+(13),-1,+(117),,,
46,,南方科技大学,南方科技大学-巴库,王泰翔,李佳霖,殷铭轩,唐博,,True,5,598,Silver,+2(224),,,+(27),,,+1(77),+(58),-1,+(152),,,
,,华为,人生，很搞笑吧,高宇,陈靖邦,黎伟诺,高宇,,False,5,619,,+(234),-4,,+(13),,,+1(52),+(85),,+3(155),,,
47,,华中科技大学,异或非与,孙致平,姜泰哲,晏梓豪,何琨,,True,5,630,Silver,+1(119),-10,,+1(81),,,+(70),+1(96),,+1(184),,,
48,,中国科学技术大学,摸鱼之魂终将归来,温家睿,陈凌峰,林度,周英华,,True,5,637,Silver,+(200),,,+(49),,,+2(122),+(37),-1,+1(169),,,
49,26,浙江理工大学,ac超过5题，后无法通过AC,张浩,干佳立,项帅,叶海荣,,True,5,644,Silver,+(217),,,+(25),-5,,+4(103),+1(52),,+(147),,,
50,27,吉林大学,久世浮倾,孔泉智,邱天,赵星宇,吕帅,,True,5,652,Silver,-13,,,+(55),,,+1(104),+(31),+3(259),+(123),,,
51,,华中科技大学,终帆,朱雨程,吴高宇,阮弘毅,何琨,,True,5,658,Silver,+4(234),,,+(60),,,+1(113),+(23),-5,+(128),,,
52,28,香港科技大学（广州）,#define long long long,张晋杰,叶秉宪,郑凯文,熊辉,,True,5,666,Silver,+1(200),,,+(81),,,+1(52),+1(173),-4,+(100),,,
53,,北京邮电大学,Synthesis,吴显熠,詹笙平,李天阳,杨亚,,True,5,683,Silver,+(239),,,+(39),,,+1(97),+(113),,+1(155),,,
54,29,长沙理工大学,揭开记忆的帷幕，激起往昔的涟漪,赵翰熙,陈师贤,沈彬宇,邓泽林,,True,5,716,Silver,+2(177),,,+(34),,,+2(115),+1(91),-1,+(199),,,
55,30,杭州电子科技大学,杭电6队,伍耀文,王泽,姜浥尘,刘春英,,True,5,725,Silver,+(37),,,+4(128),,,+(195),+(113),,+(172),,,
56,31,福州大学,我喜欢你,邱镇海,叶志杰,王志浩,傅仰耿,,True,5,731,Silver,+7(126),,,+(80),,,+(111),+(63),,+(211),,,
57,32,东北大学秦皇岛分校,最澄澈的空与海,张昱东,王若翔,张裕博,王和兴,,True,5,744,Silver,+1(250),-3,,+(59),,,+1(122),+(79),,+(194),,,
58,33,湖南大学,235711,朱名扬,张世东,吕乐,黄宇,,True,5,754,Silver,+2(277),,,+1(59),,,+(47),+1(114),-1,+(177),,,
,,上海理工大学,距离2026年全国硕士研究生招生考试还有27天,董柯演,钟瑶萍,李名骕,周春樵,,False,5,773,,+3(262),-1,-1,+(67),-1,-1,+2(86),+(30),-1,+(228),-1,-1,-1
59,34,江苏大学,我讨厌你,张道正,薛志康,庞政,潘雨青,,True,5,784,Silver,+2(208),,,+(45),,,+1(88),+(148),,+(235),,-10,
60,,中山大学,中山大学-寂静呼唤,杨志宸,郭翊涛,陈政宇,林瀚,,True,5,798,Silver,+3(268),-2,,+1(34),,,+1(83),+1(45),,+1(228),,,
61,35,北京建筑大学,超级无敌炫酷原神苯环大坝,朱智睿,谷子恒,卢昊兴,钱丽萍,,True,5,799,Silver,-4,,,+1(63),,,+(211),+(119),+(241),+(145),,,
62,,武汉大学,ACM也有小巧思吗,李泽基,黄子君,袁仁远,董文永,,True,5,810,Silver,+3(213),-3,,+1(29),,,+5(190),+(108),-5,+(90),,,
63,,北京理工大学,过了样例也不队,何大鹏,王舒晗,邬宇炼,林永钢,,True,5,821,Silver,+2(233),,,+2(156),,,+(94),+1(67),-13,+(171),,,
64,,西北工业大学,#N/A,牛马思元,张贝西彦,张天翔,刘君瑞,,True,5,831,Silver,+2(199),,,+(25),,,+2(135),+(60),-10,+5(232),,,
,,牛客竞赛,牛客娘写错了重要的代码,司马晨,陈景龙,兰宇平,魏道,,False,5,835,,+8(236),-1,,+5(61),,,+1(73),+(66),,+(119),,,
65,,西安交通大学,今日澄,刘欣楠,杨一帆,杨润轩,王龙翔,,True,5,850,Silver,+(271),,,+(47),,-10,+4(171),+(58),,+(223),,,
66,36,香港科技大学,红鸟先飞,卢凯宾,郑君赫,杨子鉴,饶哲凡,,True,5,853,Silver,+(286),,,+2(37),,,+(100),+1(190),-7,+1(160),,,
67,37,东北大学,东北大学_虚无小姐,孙祥坤,卢逸衡,张天一,刘小锋,,True,5,859,Silver,+2(189),,,+1(54),,,+2(134),+1(90),,+(272),,,
68,38,华南理工大学,Chickémon GO!,王奕凯,陈祖榆,张麟,冼楚华,,True,5,862,Silver,+1(266),,,+(75),,,+1(136),+(151),-1,+(194),,,
69,,中国科学技术大学,失去梦想变成猫猫猫,何煜恒,朱雨田,涂建鹏,周英华,,True,5,898,Silver,+4(276),,-1,+(47),,-1,+2(165),+(63),-1,+1(207),-1,,
70,39,武汉理工大学,树下猫猫虫,朱振傲,段宇坤,朱选文,赵冬冬,,True,5,905,Silver,+5(268),,,+1(106),,,+3(130),+(54),,+(167),,,
71,40,南京航空航天大学,hum,黄子源,吕海亮,胡弘泰,邹春然,,True,5,916,Silver,+(288),,,+1(47),,,+2(163),+1(103),,+(235),,,
72,41,武汉科技大学,RELX悦刻幻影PRO,孙煜恒,肖依如,彭睿,李顺新,,True,5,919,Silver,+(234),,,+(50),,,+(179),+1(146),,+(290),,,
73,42,宁波财经学院,你不能拿我们和那些强队比,赵宇杰,张泽洋,王泽宇,蔡尚真,,True,5,925,Silver,+(265),,,+(94),,,+5(195),+(36),,+(235),,,
74,43,广东工业大学,加睡,梁若飞,倪润东,梁伟,孙宣东,,True,5,927,Silver,+(165),,,+(79),,,+2(136),+(60),-8,+9(267),,,
75,44,华南师范大学,寻找 asxziill 的魔法,蔡润钦,余昕烨,温则葆,陈寅,,True,5,930,Silver,+1(256),,,+(47),,,+4(148),+(198),-1,+(181),,,
76,,武汉理工大学,不再曼波,周泽鹏,孙晨奥,邢家童,彭德巍,,True,5,943,Silver,+3(225),,,+(147),,,+1(111),+1(38),-3,+3(262),,,
77,,华南理工大学,Regain Lost Courage,马成均,邵弈,欧天毅,冼楚华,,True,5,943,Silver,+1(214),,,+(31),,,+3(159),+(84),-5,+5(275),,,
78,45,南开大学,数智省身_唯独可以做到的就是线段树,金继烨,赵思远,郭鑫源,刘晓光,,True,5,946,Silver,+2(179),,,+1(100),,,+5(258),+(112),,+2(97),-1,,
79,46,浙江师范大学,我是猫娘,潘锦桦,曹钰超,俞天琦,韩建民,,True,5,1005,Silver,+1(218),,,+1(46),,,+3(143),+1(201),-2,+(277),,-1,
80,,杭州电子科技大学,杭电7队,高书捷,王磊,祁梵森,刘春英,,True,5,1051,Silver,+3(282),,,+1(83),,,+(93),+1(219),-1,+3(214),,,
81,47,暨南大学,沪游暨,刘昌源,王宇涛,杨希桐,周德华,,True,5,1103,Silver,+(254),,,+2(125),,,+4(220),+2(64),-2,+1(260),,,
82,48,浙江财经大学,压缩饼干,陈君豪,林煜超,王强,陈琰宏,,True,5,1229,Silver,+5(282),-1,-1,+1(63),-1,-1,+(141),+3(190),-1,+4(293),-1,-1,-1
83,49,杭州电子科技大学信息工程学院,无尽的风之轨迹,杨鑫,尹凯乐,吴锦豪,李钧,,True,5,1293,Silver,+3(283),,,+(96),,,+6(229),+2(290),,+(175),,,
84,50,华南农业大学,那一天的鬼火再响起来,谢易居,梁嘉俊,袁熙,祝胜林,,True,5,2388,Silver,+67(299),,,+1(53),,,+6(233),+(123),,+1(180),,,
85,,吉林大学,未来纵澜,刘昱,王宗凡,张力文,吕帅,,True,4,338,Silver,-3,,,+(37),-5,,+1(88),+(45),,+(148),,,
86,51,四川大学,球状闪电,韩子睿,林宸,李祉橙,左劼,,True,4,342,Silver,-38,,,+(44),-6,,+1(64),+(60),,+2(114),,,
87,,电子科技大学,UESTC_雪色光晕,吕书武,陈治臻,李毅远,杨鹏,,True,4,450,Silver,-7,,,+1(38),,,+2(102),+1(66),-1,+(164),,,
88,,杭州电子科技大学,杭电3队,王佳栋,吴启航,王远涛,刘春英,,True,4,507,Silver,-9,,,+(44),,,+1(107),+1(69),,+3(187),,,
89,,西安交通大学,天狼星的心脏,洪家庆,刘一可,许孜诚,王龙翔,,True,4,507,Silver,+1(263),,,+(24),,,+2(122),+(38),,-10,,,
90,52,同济大学,广铁集团,李堂辉,杨欣然,吴晶承,叶晨,,True,4,523,Silver,,,,+(99),,,+2(123),+1(64),,+(177),,,
91,,电子科技大学,UESTC_在理工学校想邂逅艺术学妹搞错了什么,冉泽宇,许庆山,王振波,汪小平,,True,4,527,Bronze,-2,,,+(69),,,+3(128),+(99),-2,+(171),,,
92,53,新疆大学,最后一舞,刘宇轩,邱开崟,黄梓峰,马梦楠,,True,4,610,Bronze,-9,-1,-1,+(47),-1,-1,+2(90),+(129),-1,+2(264),-1,-1,-1
93,,北京邮电大学,逐月之城,雷童,吴语乐天,毕皓天,杨亚,,True,4,611,Bronze,-1,,,+(44),,,+4(135),+(91),,+(261),,,
94,54,重庆邮电大学,蓝桥杯嘤之队,舒显航,向炳权,黄宇哲,雷大江,,True,4,627,Bronze,-10,,,+1(51),,,+2(113),-2,+(258),+(145),,,
95,,福州大学,WA库WA库,林宏宇,张仁杰,洪佳盛,傅仰耿,,True,4,645,Bronze,-4,,,+(112),,,+1(182),+(75),,+(256),,,
96,55,江西师范大学,梨蛋汤,汤海峰,黎朔鸣,何建伟,李萍,,True,4,647,Bronze,+(135),,,+(49),,,-1,+(86),,+4(297),,,
,,浙江金华第一中学,丁香园第一个分,盛炫奕,李凯瑞,姚天浩,毛丹怡,,False,4,654,,-1,,,+1(24),,,+1(200),+1(106),-15,+(264),,,
97,56,中国石油大学（华东）,UPC1953,刘亚宁,杨立鑫,王亚飞,张学辉,,True,4,671,Bronze,+(270),,,+1(70),,,+1(242),+(49),,,,,
98,57,西安电子科技大学,风起鹰翔,陈俊睿,洪龙颖,王骏杰,李辉,,True,4,671,Bronze,+(272),,,+(46),,,+3(222),+(71),,,-11,,
99,58,深圳技术大学,SZTU_水银之毒,蔡泽垲,林坚炜,刘俊豪,郭云镝,,True,4,676,Bronze,-5,,,+1(99),,,+4(153),+(32),,+3(232),,,
100,59,长春理工大学,DESUWA,周易非,黄炳睿,唐海原,李华,,True,4,690,Bronze,-1,,,+(49),,,+(269),+2(111),,+(221),,,
,,洛谷科技,哈基米我拿杯洛队 Aya 谷奶龙,冯开淇,周漠曦轩,李雨泽,汪楚奇,,False,4,715,,-2,,,+2(99),,,+2(143),+(92),,+3(241),,,
101,,香港科技大学（广州）,我坐戏子楼台前,赖宣宇,郭沣,宋锦儒,熊辉,,True,4,728,Bronze,-4,,,+(124),,,+1(228),+1(188),,-6,+(148),,
102,,西安电子科技大学,憧憬成为ACM高手,周川旸,郑冬阳,郑少寒,李辉,,True,4,730,Bronze,+1(251),,,+(41),,,+(82),+4(256),,,,,
103,60,华东师范大学,假飞了！,冯中信,陈赵润,姜朝顺,杜育根,,True,4,735,Bronze,-3,,,+3(107),,,+1(87),+(162),,+2(259),,,
104,61,温州大学,温大一队,何卓睿,陈宇锋,莫皓翔,胡明晓,,True,4,753,Bronze,,,,+(115),,,+3(243),+(139),,+1(176),,,
,,卡内基梅隆大学,CMU-Team 04,Aakash Gokhale,黄伊诺,Nathan Ye,彭泱,,False,4,756,,-5,,,+1(75),,,+1(141),+(177),,+3(263),,,
105,62,浙江科技大学,看不懂英语,赵科竣,朱睿哲,杨佳涵,楼宋江,,True,4,765,Bronze,+1(247),,,+(125),,,+5(149),+1(104),,-1,-2,,
106,63,集美大学,我愿与你永望黄昏,廖杰如,洪韩毅,陈华弘,张庆,,True,4,779,Bronze,-2,,,+(192),,,+2(210),+(58),,+1(259),,-1,
107,64,湖南科技大学,最后一舞 队伍,黄家兴,梁涵,彭璟焱,向德生,,True,4,817,Bronze,-6,,,+(38),,,+1(284),+2(192),,+(243),,,
108,,上海交通大学,蛹,徐君翊,张铭轩,蒋宇涵,俞勇,,True,4,832,Bronze,+(270),,,+(81),,,+4(254),+1(127),,-1,,,
,,洛谷科技,西安市洛咕谷科技有限公司代表队,殷嘉鹏,方亦晨,陈儒恒,汪楚奇,,False,4,903,,+(138),,,+(240),,,+2(244),-7,,+(241),,-2,
109,,香港科技大学（广州）,那很有生活了,刘芮宇,许博涵,左眩瑞,熊辉,,True,4,917,Bronze,+1(297),,,+(38),,,+6(289),+2(113),,-7,,,
110,,北京航空航天大学,我队友得了MVP！,廖俊麟,肖迪睿,徐浩然,宋友,,True,3,245,Bronze,-2,,,+1(51),,,+(95),+(79),,-1,,,
111,65,中国民航大学,临时组队,崔凌宵,耿曼淳,汪林辰,张智,,True,3,307,Bronze,-10,,,+(73),,,-3,+1(53),,+(161),,,
112,,西北工业大学,啊啊啊啊宝宝你是一个香香软软甜甜糯糯酥酥脆脆滑滑嫩嫩叮叮咚咚,王钎屹,刘锦奇,罗隆华,刘君瑞,,True,3,316,Bronze,,,,+1(87),,,+1(151),+(38),,,,,
113,66,北京林业大学,创4我算了,付耀刚,张锦秀,周欣潼,徐艳艳,,True,3,324,Bronze,+(218),,,+(39),,,-10,+(67),,,,,
114,67,大连海事大学,鲸突吼进,王金洋,张文豪,何文韬,曹志英,,True,3,404,Bronze,,,,+1(50),,,+2(100),-1,,+(194),,,
115,68,哈尔滨工业大学（深圳）,从这里开始,蔡易轩,赵飞羽,陈彦波,高翠芸,,True,3,406,Bronze,+1(239),,,+(43),,,+1(84),-2,,,-3,,
116,69,广东技术师范大学,阿伟从小就很可爱,黄宇凡,高睿梓,李苇森,刘兰,,True,3,430,Bronze,-10,,,+2(77),,,+4(185),+(48),,,,,
117,70,杭州师范大学,柯南救救我,徐鑫懿,王科然,林丰,虞剑波,,True,3,449,Bronze,+3(223),,,+(55),,,-1,+(111),,,,,
118,71,济南大学,风鹏万里,刘峰旭,屠泽伟,文铿,蒋彦,,True,3,463,Bronze,+1(253),,,+(85),,,-2,+(105),,,,,
119,72,北京工业大学,队名,周若辰,黄励文,王玺荣,高红雨,,True,3,468,Bronze,-12,,,+3(87),,,+2(184),+(97),,,,,
120,,香港中文大学,塔尖雪王,夏秀锟,黄卓翘,杨砚泽,麥偉豪,,True,3,474,Bronze,-3,,,+(39),,,+(175),+1(240),,-11,,,
121,73,北京电子科技学院,学弟将带领电科院走向辉煌,于凯,邱贤达,岳金涛,李晓东,,True,3,476,Bronze,-5,,,+1(114),,,,+1(101),,+(221),,,
122,74,浙江农林大学,acm菜鸟,陈家乐,吴文超,毛亦秀,童孟军,,True,3,480,Bronze,-1,,,+(117),,,+2(223),+(100),,,,,
123,75,东北师范大学,队长没睡醒所以训练取消了,林律融,潘可欣,李超平,周治国,,True,3,490,Bronze,+1(248),,,+1(111),,,-3,+(91),,,,,
124,76,大连理工大学,逆元,刘博文,刘兆洲,连茗暄,梁冰,,True,3,493,Bronze,,,,+1(175),,,+3(160),+(78),,-5,,,
125,77,合肥工业大学,天天做早操队,韩昆桦,王腾昊,舒雨飞,曹力,,True,3,502,Bronze,-6,,,+2(48),,,+2(168),+1(186),,,,,
126,78,南京农业大学,銀花,李嘉熙,周进,王文圣,车建华,,True,3,505,Bronze,,,,+(109),,,+1(210),+1(146),,-8,,,
127,,西北工业大学,憧憬成为算法少女,甘云帆,刘雨萱,钟礼恩,刘君瑞,,True,3,525,Bronze,,,,+2(136),,,+1(224),+(105),,-8,,,
128,79,电子科技大学中山学院,随便做都队,黄潇岳,赵英炜,程旭,吴舜歆,,True,3,530,Bronze,-10,-1,-1,+1(72),-1,-1,+4(275),+(83),,,,,
129,80,香港大学,外国人,Christivan Komah,Owen Sidarta,Akhmet Issa,邝启鹏,,True,3,534,Bronze,,,,+(213),,,+2(169),+2(72),,,,,
130,81,香港城市大学,Feel the Russian Style,Demidov Ilia,EVSTAFEV Andrei,Gizatullin Timur,李家俊,,True,3,537,Bronze,,,,+(68),,,+1(266),+(183),,,,,
131,82,东南大学,北海凌空,周启凡,顾凌晗,魏子何,倪庆剑,,True,3,539,Bronze,-4,,,+(71),,,+5(283),+(85),,,,,
132,83,西湖大学,轰炸机数学学院,武子宸,王宇涵,贾岚晴,周广成,,True,3,539,Bronze,+(284),,,+(40),,,,,,+1(195),,,
133,84,中央财经大学,Blinding Accepts,李思桐,罗嘉洋,刘岱鑫,王焱,,True,3,563,Bronze,-4,,,+1(67),,,+2(154),,,+(282),,,
134,,四川大学,熊猫茶盐鸭,夏知齐,张逸涵,邓雍,左劼,,True,3,569,Bronze,-14,,,+1(95),,,+2(158),-2,,+3(196),,,
135,85,西北大学,赢！,朱珈成,梁家瑞,罗穰杰,马于惠,,True,3,574,Bronze,-2,,,+(168),,,+3(217),+2(89),,,,,
136,86,西南大学,SWU_Mygo!!!,盛明睿,韩清泉,游斯惟,韩先锋,,True,3,575,Bronze,,,,+2(163),,,+2(248),+(84),,,,,
137,,电子科技大学,UESTC_三妖精SAY WA!!!,徐俊杰,潘君,张鑫,吴磊,,True,3,586,Bronze,-5,,,+4(116),,,+6(222),+(48),,-1,,,
138,87,北方工业大学,流光碎影,黄梨宸,邱睿,刘屹鸥,李源,,True,3,586,Bronze,,,,+1(153),,,+3(232),+2(81),,,,,
139,88,青岛大学,星垂平野,李子涵,代自超,杨子航,张志梅,,True,3,589,Bronze,,,,+4(220),,,+1(190),+(79),,-3,,,
,,浙江省杭州第二中学,谁说队名不能乱取的,林骏烨,高墨锴,,李建,,False,3,597,,+2(162),,,+(26),,,+4(289),-5,,,,,
140,89,浙大宁波理工学院,倒头就睡,张奔晟,钱晨,陈洪逸,郭新友,,True,3,603,Bronze,,,,+4(160),,,+2(264),+(59),,,,,
141,90,天津大学,WA不哇塞,赵文瑞,陈文韬,张文正,赵满坤,,True,3,604,Bronze,,,,+2(118),,,+1(254),+(172),,,,,
142,91,北京交通大学,不是我喜欢的罚时，直接无视,宋杲行,张恩崎,王俊宜,黄华,,True,3,610,Bronze,-4,,,+(81),,,+4(291),+(158),,,,,
143,92,山东理工大学,果宝特攻,李彦硕,姚翰洋,马新皓,张先伟,,True,3,610,Bronze,,,,+(57),,,+8(297),+(96),,,,,
