Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
26,24,同济大学,TJU : Try Jumping Up,张又文,姜乃珲,白愈己,Chen Ye(Coach),,True,3,260,Silver,,,+(12),,,,,,,,+1(61),+(167),
27,25,浙江理工大学,Tle or not,贺宇昊,任麒源,余江辉,Hairong Ye(Coach),,True,3,270,Silver,,,+(12),,,-1,,-5,,,+(43),+(215),
,,广东工业大学,MaximumLiu,Zenan Kang,Junchen Ge,Zhendong Chen,Sun Xuandong(Coach),,False,3,274,,,,+(12),,,,,-3,,,+2(73),+(149),
28,26,香港中文大学,HKTV,Le Thanh Nguyen Nguyen,Thanapon Maiseaumsook,Yik Fung Cheung,Wai Ho Mak(Coach),,True,3,294,Silver,,,+(14),,,-6,,-4,,,+2(48),+(192),
29,27,新蒙古理工学院,I-MAB,Adiyatumur Batjargal,Munkh-Orgil Boldbaatar,Bold-Ochir Munkhbat,Iderbaatar Munkhuu(Coach),,True,3,308,Silver,,,+(10),,,,,-4,,,+(50),+1(228),
30,28,华中科技大学,Just Do It,张俊焕,朱雨程,王畅,Kun He(Coach),,True,3,315,Silver,-1,-1,+(15),,,-5,,,,,+(52),+(248),
31,29,华南师范大学,give @AC McFlurry,严雍泽,袁浩轩,黄家谦,Jun Liang(Coach),,True,3,318,Silver,,,+(12),,,,,-5,,,+(41),+3(205),
32,,香港大学,Team name ddl today,夏铭飞,杨明天,吴浩元,Qipeng Kuang(Coach),,True,3,320,Silver,,,+(8),,,,-4,,,,+2(103),+2(129),
33,,浙江理工大学,Senren * Banka,汪明,戴亮,鲁洁阳,Hairong Ye(Coach),,True,3,327,Silver,,,+1(37),,,,,-4,,,+(66),+(204),
34,30,上海科技大学, Beaten by o1-preview (mini),徐振羽,曹宇涵,王鹏程,Sibei Yang(Coach),,True,3,337,Silver,,,+(8),,,-3,,-6,,,+1(60),+(249),
35,31,中山大学,SYSU_BreakingSky,张温楷,李景楠,谢文龙,Hai Wan(Coach),,True,3,342,Silver,,,+1(7),,,,+(279),,,,+(36),-5,
36,,同济大学,Stellar Melodies,尚莉强,吕博文,杨非凡,Chen Ye(Coach),,True,3,345,Silver,,,+(12),,,,,-1,,,+(96),+1(217),
37,32,河北工业大学,"I'll write it, you guys don't go",赵一玮,刘弈廷,李恒,Lukui Shi(Coach),,True,3,367,Silver,,,+(23),,,,-1,,,-3,+2(75),+(229),
38,33,韶关学院,Man! What can I accept ,冯诺维,康丁魁,陈兴翰,Hao Rao(Coach),,True,3,370,Silver,-1,-6,+(13),,-2,-2,-1,-2,,,+(73),+1(264),
39,34,蒙古国立大学,NUM-TTTs,Tselmeg Khurelchuluun,Tamir Jamiyangarav,Temuulen Javkhlanbaatar,Bagabold Gendensuren(Coach),,True,3,376,Silver,,,+(12),,,,,,,,+2(66),+(258),
40,35,西南交通大学,Mr. Guo is Shining,郑欢庆,赵一冰,郭欣森,Xiuying Yu(Coach),,True,3,379,Silver,,,+1(13),,,-1,-4,,,,+1(35),+2(251),
41,36,哈尔滨工业大学（威海）,the exciting AC moment,李欣鹏,钟晟,李燊茂,Kaikun Dong(Coach),,True,3,382,Silver,,,+(10),,,,,-10,,,+1(113),+(239),
42,37,Guangdong Technion Israel Institute of Technology,one paper of pure white kites,薛亿杰,郭宇航,张晏然,Yan Zhang(Coach),,True,3,385,Silver,-1,,+(24),,,,+2(285),,,,+1(16),-3,
,,Hong Kong Olympiad in Informatics,HKOI 4,Wong Cheuk Kiu,Lung Ping Him,Tan Jian Lang,Oa Yang Hau Chung(Coach),,False,3,390,,,,+(16),,,,,-1,,,+3(76),+1(218),
43,,中国科学技术大学,Cute White-Furred Loli,孙旭磊,殷跃然,曾昱嘉,Guangzhong Sun(Coach),,True,3,394,Silver,,,+(11),,,,,,,,+1(55),+5(208),
44,,电子科技大学,UESTC_StarStorm,许庆山,李星遥,李雨斌,Peng Yang(Coach),,True,3,406,Silver,,,+(20),,,,,-2,,,+(63),+2(283),
45,38,福州大学,Fly,廖棋灿,陈建宇,庄宇烽,Yanggeng Fu(Coach),,True,3,411,Silver,,,+(13),,,,,-2,,,+1(51),+2(287),
,,澳门大学,UM_ByteDance BlackFan Club,Zehan Lin,Kang Chen,Zining Yu,Ye Wang(Coach),,False,3,428,,,,+(14),,,-2,,-1,,,+1(164),+(230),
46,39,华中师范大学,Dream of the Sky,史承钰,曾位俊,邱俊凯,Junmin Ye(Coach),,True,3,470,Bronze,,,+(12),,-1,,,+6(280),,,+(58),,
47,40,Guangxi University of Foreign Languages,We are really vegetables,杨瑞杰,蒋俊辉,唐楷,Zhijun Li(Coach),,True,3,507,Bronze,,,+(17),,,,,-7,,,+5(61),+2(289),
48,,西南科技大学,Sunsetting Stars,刘炅珺,何明成,王泽洋,Chunming Yang(Coach),,True,3,554,Bronze,,,+(17),,,,,-1,,,+2(178),+1(299),
49,41,东莞理工学院,Team Is Powerful,黄海,林志龙,林恬烁,Chuanxiang Chen(Coach),,True,3,575,Bronze,,,+1(24),,,,,-4,,,+6(110),+1(281),
50,42,"Beijing Jiaotong University, Weihai",DBL,李骁,蔡云中,Chengxuan Zou,Zhu Weixin(Coach),,True,2,51,Bronze,,,+(13),,,-5,,,,,+(38),,
51,43,北京师范大学香港浸会大学联合国际学院,West Lake Fish in Vinegar Gravy,杨博涵,关越,齐湘儒,Jiaxing CHEN(Coach),,True,2,52,Bronze,,,+(9),,,,-1,,,,+(43),,
52,44,山东大学,_Applied Stochastic Processes,李玉庭,苏岳,王源鑫,Xuefeng Cui(Coach),,True,2,55,Bronze,,,+(14),,,,,,,,+(41),-3,
53,,华南师范大学,MacArthur never dead,张科禄,黄政波,海建荣,Yin Chen(Coach),,True,2,57,Bronze,,,+(14),,,-1,,,,,+(43),-1,
54,,中山大学,SYSU_Check_Function,郑少怀,杨志宸,郭翊涛,Kai Jin(Coach),,True,2,61,Bronze,,,+(12),,,-2,,,,,+1(29),-2,
55,45,齐齐哈尔大学,QQHRU is best school,段圣宣,李奇运,蓝俊贤,Peiyao Ke(Coach),,True,2,66,Bronze,,,+(12),,,,,,,,+(54),,
56,46,西华大学,XiXi,石浩楠,谢维文,Lanxuan Wu,Honghong Chen(Coach),,True,2,68,Bronze,,,+(14),,,,,,,,+(54),-4,
57,47,武汉科技大学,Bulk recombination,张子豪,张轶雯,彭睿,Shunxin Li(Coach),,True,2,69,Bronze,,,+(13),,,-2,,,,,+(56),,
58,48,山东大学（威海）,Darling,靳可欣,殷越,郑甫,Xiaoming Kong(Coach),,True,2,69,Bronze,,,+(10),,,,,,,,+(59),-1,
59,49,黑龙江大学,Nonnoncopper,王浩,刘彦良,高阳,Hui Xu(Coach),,True,2,76,Bronze,,,+(13),,,,,,,,+(63),-1,
60,50,香港城市大学,Three Day Tour,Hans Ericson Yang,Ka Wa WONG,Kui Wang CHOI,Minming Li(Coach),,True,2,83,Bronze,,,+2(15),,,,,,-6,,+(28),,
61,51,华南农业大学,She said she would be with me if I solve another problem,陈钢,钟启航,江煊杰,Xudong Lin(Coach),,True,2,85,Bronze,,,+(20),,,,,,,,+(65),,
62,52,集美大学,Can I blitz Hong Kong if I fail in ICPC?,林敬炜,谢业成,王力恒,Qing Zhang(Coach),,True,2,89,Bronze,,,+(19),,,,,,,,+(70),,
63,,河北工业大学,Hebut Team 3,黄锦翔,SiWei Huang,李瀚文,Lukui Shi(Coach),,True,2,90,Bronze,,,+(17),,,,,,,,+1(53),-6,
64,53,武汉理工大学,idle imagination,俞烨宸,李意峰,李晨,Dongdong Zhao(Coach),,True,2,91,Bronze,,,+(17),,,,,,,,+1(54),-2,
65,54,西南财经大学,BREaK!BREaK!BREaK!,王俊超,杨文昊,王世海,Zhi Chen(Coach),,True,2,91,Bronze,,,+(15),,,,-5,-1,,,+1(56),-3,
66,55,西南民族大学,Good Night,傅子益,俞欣,甘梓廷,Lin Wang(Coach),,True,2,93,Bronze,,,+(14),,,,,-1,,,+(79),,
67,56,江南大学,Taboo Laevatein,Wanli Dong,赵泓博,Chuanzheng Shi,Min Jiang(Coach),,True,2,95,Bronze,,,+(18),,,,,,,,+(77),-6,
68,57,厦门大学嘉庚学院,"This is TKK, we're not scared",游耀凯,蔡政楠,戚晓鹏,YANG DUNJIONG(Coach),,True,2,97,Bronze,,,+(20),,,,,,,,+(77),,
69,58,四川大学,Secure three-party computation,邹昔贝,张逸涵,夏知齐,Jie Zuo(Coach),,True,2,98,Bronze,,,+(16),,,-1,,-5,,,+2(42),-2,
70,59,Hankou University,tomorrow is another day,李毅云,黄舒畅,鲁胜彪,Shengfei Zhou(Coach),,True,2,98,Bronze,,,+(13),,,,,,,,+1(65),,
71,60,合肥工业大学宣城校区,Walking with those who change customs,吉中原,程龙廷,冯舶钊,Junwei Lyu(Coach),,True,2,99,Bronze,,,+(12),,-3,,,,,,+2(47),,
72,,香港中文大学（深圳）,New Folder,莫骄阳,Huu Quyen Dang,周信言,Yixiang Fang(Coach),,True,2,100,Bronze,,,+(12),,,,,,,,+2(48),-4,
,,华南农业大学,"2 years 2 Cu, steal with another two boyfriends, can i get Ag even Au???",Jiajun Liang,Xi Yuan,Ziqi Ye,Qinzheng He(Coach),,False,2,100,,,,+(9),,,-47,,,,,+2(51),,
73,,山东大学,Beaver Hunting Squad,乐恩玮,叶世昕,郭荣祥,Xuefeng Cui(Coach),,True,2,110,Bronze,,,+(10),,,,,,,,+1(80),-1,
74,61,韩山师范学院,Rose,陈紫阳,何启华,陈佳栩,Xiaoxia Tian(Coach),,True,2,115,Bronze,,,+(34),,,,,,,,+(81),-6,
75,62,Guangdong University of Finance,ShitCoding ,徐展鹏,黄达知,陈嘉亿,Zijie Cao(Coach),,True,2,115,Bronze,,,+(17),,,,,-9,,,+(98),,
76,63,北京邮电大学,Gold Chef,乔函祺,李思远,马铂凯,Ya Yang(Coach),,True,2,117,Bronze,,,+1(25),,,,,,,,+(72),-3,
77,64,浙江工商大学,Know your defenders,宋壕杰,刘晓涛,朱俊哲,Yuli Hu(Coach),,True,2,117,Bronze,,,+(13),,,,,-4,,,+1(84),,
78,65,昆明理工大学,Red and White,周林翰,周妤蔓,吴金航,Huafeng Li(Coach),,True,2,119,Bronze,,,+(15),,,,,-3,,,+2(64),,
,,吉林大学,Air_conditioning = nullptr,Haoyu Zhou,Fuzheng Wang,Minghao Zhu,Miao Liu(Coach),,False,2,120,,,,+(23),,,,,-2,,,+(97),,
79,,华中科技大学,Team Name Loading 99%,王泽贤,张思潼,杨凯文,Kun He(Coach),,True,2,124,Bronze,,,+(12),,,-3,,,,,+3(52),-1,
80,66,哈尔滨工程大学,Name The Team Whatever You Want,赵艺凯,李焱冉,万德俊,Lin Guo(Coach),,True,2,125,Bronze,,,+1(19),,,,,,,,+1(66),,
81,67,宁波工程学院,To the Abyss,陆弘杰,陈鹤天,蔡浩宇,Jianghua Xuan(Coach),,True,2,125,Bronze,,,+(15),,,,,-9,,,+2(70),,
82,,哈尔滨工业大学（威海）,Be AKed by ICPC,李博文,孙云起,王健睿,Kaikun Dong(Coach),,True,2,131,Bronze,,,+(16),,,,,,,,+3(55),-3,
83,68,东南大学,Invincible zero warrior,肖智恒,蒲京,朱佳航,Vincent Chau(Coach),,True,2,133,Bronze,,,+(14),,,,,-3,,,+3(59),,
84,69,广州城市理工学院,O(n)sort,莫国庆,于广,曾振辉,Yudong Lin(Coach),,True,2,133,Bronze,,,+(13),,,-2,,-3,,,+1(100),-1,
85,70,湖南师范大学,Howtowin,段天琦,钟啸,曾磊鑫,Luo Xun(Coach),,True,2,137,Bronze,,,+(8),,,-2,,-7,,,+3(69),-5,
86,71,苏州工学院,hua hua and Ma,方思珩,马鸿建,刘易,Panhong Nie(Coach),,True,2,138,Bronze,,,+(22),,,,,-1,,,+2(76),,
87,72,厦门大学,Sparkling Spring Sunlight,陈朱迪,栾英石,邹品聪,Wenshui Lin(Coach),,True,2,138,Bronze,,,+(11),-7,,-1,,-1,,,+2(87),,
88,73,Zhuhai College of Science and Technology,Three Palus' Grand Adventure,魏子钇,杨耀彬,Di Yuan,Zhifeng Zeng(Coach),,True,2,140,Bronze,,,+(25),,,,,-3,,,+1(95),,
89,,武汉大学,Reborn As SXR,郑寒友,张弛,谷嘉良,Wenyong Dong(Coach),,True,2,143,Bronze,,,+(13),,,,,-8,,,+3(70),,
90,74,西安交通大学,what captain npy buy today,Mut Fei Lin,李彧闻,胡辰同,Longxiang Wang(Coach),,True,2,143,Bronze,,,+(14),,-1,-6,,,,,+1(109),,
91,,香港中文大学,"Nah, I'd AC.",Kin Yi Chau,Ho Yik Tsun Bastien,Yanze Yang,Wai Ho Mak(Coach),,True,2,147,Honorable,,,+(12),,,,,-8,,,+3(75),,
92,75,惠州学院,Carrying the Fate of ACM,冼健民,孙昊,龚诚,Li WeiHua(Coach),,True,2,149,Honorable,,,+1(20),,,,,,,,+2(69),-5,
93,76,大连理工大学,All Fine,刘杰,梁蛟源,梁彦君,Kun Lu(Coach),,True,2,149,Honorable,,,+(18),,,,,-4,,,+2(91),,
94,77,湖南人文科技学院,Just one shot,李科,周念祖,李循聪,Xiao Minlei(Coach),,True,2,152,Honorable,,,+(22),,,-2,,,,,+3(70),-1,
95,78,深圳大学,SZU_MouTai19937,雷昀珂,冉起,林文伟,Jianbin Qin(Coach),,True,2,155,Honorable,,,+(16),,,,,,,,+1(119),,
96,,西北工业大学,i++,黄梓恒,Yuanbo Xu,Chenxu Wei,Xiuwei Zhang(Coach),,True,2,156,Honorable,,,+(15),,,,,,,,+1(121),,
97,,深圳大学,SZU_Wrong answer on test 2,葛峻赫,温家燊,肖俊祺,Jianbin Qin(Coach),,True,2,157,Honorable,,,+2(25),,-1,-13,,,,,+1(72),,
98,79,华南理工大学,chicken chicken chicken,王奕凯,张麟,陈祖榆,Chuhua Xian(Coach),,True,2,159,Honorable,,,+1(21),,,-1,,,,,+2(78),-10,
99,,华南理工大学,The lost city,王雅恒,黄烁韩,何嘉骅,Chuhua Xian(Coach),,True,2,162,Honorable,,,+(11),,,-2,,-2,,,+3(91),-1,
,,培正中学,PC-OI.1,HANG CHI NG,ZIYAN WANG,POK HONG LAM,Teng Lam(Coach),,False,2,163,,,,+(14),,,-2,,,,,+3(89),-3,
100,80,上海纽约大学,NYU Shanghai Team 3,戴麟懿,Pavel Nikolaitchev,Artemii Mavlitov,Xianbin Gu(Coach),,True,2,163,Honorable,,,+(17),,,,,,,,+1(126),-2,
101,,东南大学,dreamchaser,魏思远,魏子何,覃业明,Vincent Chau(Coach),,True,2,170,Honorable,,,+(14),,,,,-3,,,+(156),-2,
102,81,长沙理工大学,Impact of the Shanghai Master-hu ye chong ji,蔡灏东,彭烨青,刘振林,Zelin Deng(Coach),,True,2,171,Honorable,-1,,+1(15),,,,,,,,+3(76),-1,
103,82,成都大学,Algorithm Nomads,万名森,冉天祺,何永杰,Xiujun Zhang(Coach),,True,2,172,Honorable,,,+1(22),,,,,-1,,,+2(90),,
104,83,杭州师范大学,Thousands of nights of flying sakuras and cats,张卓,何敏璐,温从锭,Zhenyu Shan(Coach),,True,2,172,Honorable,,,+(11),,,,,,,,+2(121),-2,
105,84,香港科技大学广州,Man What Can AC,钟嘉宸,熊恩汲,梁枫,Hui Xiong(Coach),,True,2,176,Honorable,,,+(17),,,,,,,,+2(119),-1,
,,华南农业大学,"3 years 7 Cu, replace teammates into girlfriend, can I get Ag even Au???",Qinzheng He,Junyue Chen,Feng Jiang,Jiajun Liang(Coach),,False,2,178,,,,+(15),,-3,,-2,,,,+5(63),,
,,City University of Hong Kong (Dongguan),"4 stations 0 Cu, still with two young friends, can I make CityUHK-DG great again!!?",Chao Tang,Wangle Guo,Gengqi Yuan,Minming Li(Coach),,False,2,181,,-1,-1,+(14),-1,-1,-1,-1,-6,-1,-1,+5(67),-1,-1
106,,昆山杜克大学,yorozuya,孙厚旻,胡子,仲飞扬,Jiang Long(Coach),,True,2,185,Honorable,,,+(16),,,,,-4,,,+2(129),-12,
107,85,武汉工程大学,Push through hell and RISE,覃淼,林碧琪,李佳航,Dawei Wen(Coach),,True,2,189,Honorable,-1,-1,+(22),-1,-1,-1,-1,,-1,-1,+(167),,
108,,西安交通大学,Nap Now,封鸿焱,姜宇骋,Jimmy Wang,Longxiang Wang(Coach),,True,2,190,Honorable,,,+1(18),,,-3,,-1,,,+2(112),,
109,,西南财经大学,/give cup&cat minecraft:sticky_piston 1e6,王超,陈瑾,刘池,Zhi Chen(Coach),,True,2,195,Honorable,,,+(24),,,,,-5,,,+1(151),,
110,86,广东技术师范大学,The most unreliable,曹谦,黄宇凡,谢合松,Lan Liu(Coach),,True,2,198,Honorable,,,+1(21),,,,,,,,+1(137),,
111,,武汉理工大学,Teammates will AC and I will sleep,戚桂铨,罗韬,殷越,Dongdong Zhao(Coach),,True,2,205,Honorable,,,+(32),,,,,,,,+2(133),,
112,,广州城市理工学院,How to sort,荘铸,韦力,丘嘉文,Yudong Lin(Coach),,True,2,213,Honorable,,,+(33),,,,,,,,+2(140),,
113,87,香港理工大学,Dynamic Infinity,Sunghak Heo,王钰淇,黄敬博,Bo Li(Coach),,True,2,215,Honorable,,,+1(36),,,,,,,,+(159),,
,,Lou Hau High School,MO-OI.3,NENG CHAN ZOU,Hio To LO,Chi Him Kuan,Teng Lam(Coach),,False,2,229,,,,+(65),,,,,-6,,,+(164),,
114,,香港理工大学,LoveLiBoPQ,高嘉玮,张畅羽,严章洋,Bo Li(Coach),,True,2,242,Honorable,,,+(30),,,,,,,,+1(192),,
115,,哈尔滨工程大学,No Segment Fault,廖浠言,张福森,陆学弘,Lin Guo(Coach),,True,2,287,Honorable,,,+(12),,,,,,,,+5(175),,
116,88,Chongqing Metropolitan College of Science and Technology,Meet The Dawn,陈民君,董铮,刘英凯,Ye Yan(Coach),,True,2,290,Honorable,,,+(11),,,-40,,,,,+5(179),,
117,89,太原科技大学,a failure and his team of failures,丁健健,陈君睿,蔡鸿盛,Qian Guo(Coach),,True,2,307,Honorable,,,+(11),,,,,,,,+3(236),,
118,90,北京印刷学院,China Publishing University,蒋帆,李成蹊,陶慕尧,Changbo Xu(Coach),,True,2,313,Honorable,,,+(21),,,,,,,,+4(212),,
119,,Guangdong University of Finance,Around with you,陈致昊,翁博,陈俊明,Zijie Cao(Coach),,True,2,315,Honorable,,,+(21),,,,,-9,,,+5(194),,
120,91,深圳技术大学,Realize your dream,肖文航,李壮壮,徐鑫,Yundi Guo(Coach),,True,2,316,Honorable,,,+(13),,,,,,,,+4(223),-1,
121,92,Xiamen University Malaysia,DUI DUI DUI,Jiayi Su,Liu Jintao,Zhou Zhang,Yiwei Zhang(Coach),,True,2,352,Honorable,-2,,+1(54),,,,,,,,+1(258),,
122,93,河海大学,There's a Naloong among us,李昱泓,张紫轩,钱子恒,Xuejie Zhang(Coach),,True,2,367,Honorable,,,+(10),,,,,,,,+5(257),,
123,94,河南理工大学,ZhuGeliang,张荣昌,蒲叶,常曜璘,Ma Yongqiang(Coach),,True,2,370,Honorable,,,+(25),,,,,,,,+3(285),,
124,95,山东石油化工学院,Guessing to Au,李子杰,姚神忠,许津冬,Qiang Chen(Coach),,True,2,383,Honorable,,,+(17),,,,,,,,+6(246),-1,
,,培正中学,PC-OI.2,IN IAT LI,JIA HAO LIANG,CHAK SENG TO,Teng Lam(Coach),,False,2,437,,,,+1(26),-1,,,,-7,,,+6(271),,
125,96,长江大学,two big one small,纪方嘉,童炎,任文,Wei Zhan(Coach),,True,2,448,Honorable,,,+(13),,,,,,,,+11(215),,
126,,香港城市大学,a teamname should be here,洪琛皓,高立由,王梵,Minming Li(Coach),,True,2,502,Honorable,,,+(14),,-1,,,,,,+10(288),,
127,97,山东财经大学,SDUFE_TEAM_01,来孟阳,马弘逸,张淇皓,Hengwu Li(Coach),,True,2,510,Honorable,,,+(25),,,,,,,,+14(205),,
