Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
31,,南京大学,南小鸟,周相羽,朱家辰,贺卓宇,马骏,,True,8,879,Silver,+1(282),+(46),+(109),+(171),+(114),,,,+(97),+(12),+(23),,
32,,华中科技大学,长夜杯空,万睿朋,邓本永,李鑫,何琨,,True,8,945,Silver,+(142),+(9),+4(138),+7(277),+1(42),,,,+(62),+(13),+(18),,-5
33,25,浙江理工大学,马拉车算法算车拉马,姚仁杰,汤丰玮,卢一鸣,叶海荣,,True,8,958,Silver,+1(281),+2(39),+1(120),+3(222),+(51),-1,-1,-1,+(65),+(8),+(29),-1,-1
34,,北京航空航天大学,哟哟,孙健钧,李澎瑞,黄伟宁,宋友,,True,8,979,Silver,+3(200),+1(16),+1(118),+6(243),+(41),,,,+(98),+(11),+(28),,
,,重庆南开中学,别急,张铭哲,杨鑫宇,朱子宸,何浪,,False,8,981,,+3(273),+(35),+1(147),+2(96),+(121),,,,+(110),+(23),+(54),,
35,26,西湖大学,我真的想不吃辣,周子涵,王子俊,周禹卿,周广成,,True,8,1000,Silver,,+(22),+(96),+14(299),+(45),,,+1(135),+(33),+(28),+(38),,
36,,杭州电子科技大学,2024杭电6队,张劭晗,陈煜,阮虹涛,李二涛,,True,8,1077,Silver,+4(263),+(17),+3(185),+2(297),+(42),,,,+(55),+(12),+(22),,
37,27,武汉大学,超高校级的xcpc玩家,徐嘉浩,柯昀志,罗岑,董文永,,True,8,1126,Silver,+3(124),+1(40),+2(252),+6(278),+1(73),,,,+(63),+(7),+(25),,-2
38,28,香港科技大学广州,杂~鱼❤杂~鱼❤大哥哥连A题都过不掉嘛~,王向前,储文皓,罗浩,熊辉,,True,7,386,Silver,+1(132),+(12),+(82),-6,+1(35),,,,+(57),+(6),+(19),,
39,,哈尔滨工业大学,海星罐头,周书扬,李志轩,杜宇丰,赵文博,,True,7,490,Silver,-3,+(18),+1(161),+(148),+(35),,,,+(59),+(22),+(24),,
40,29,中国科学技术大学,cls,陈聆祎,陈骆鑫,樊澄宇,孙广中,,True,7,522,Silver,,+(12),+1(99),+1(194),+1(35),,,,+1(66),+(15),+(18),,-1
41,,复旦大学,笑对挑战永不言弃,袁子彦,颜皓鹏,沈子轩,孙未未,,True,7,525,Silver,,+1(41),+2(157),+1(152),+(25),,,,+(47),+(10),+(11),,-11
42,30,上海大学,献给XCPC的一年之诗,房辰燏,潘铧超,周子竣,沈俊,,True,7,535,Silver,,+(19),+1(116),+(190),+3(67),,,,+(36),+(9),+(16),,
43,,哈尔滨工业大学（深圳）,猫猫不会数数,高子烽,曹锦程,曹鹏宇,唐琳琳,,True,7,563,Silver,,+(31),+(126),+1(210),+(36),,,,+1(94),+(9),+(15),,
,,重庆市育才中学校,重生之我在重庆打ACM,廖俊豪,陈俊西,李承灿,周祖松,,False,7,573,,+2(50),+1(14),+2(125),-9,+2(107),,,-8,+(62),+(17),+(54),,
44,,华东师范大学,至此，一锤定音,冯顾炜,许乐,冯嘉一,肖春芸,,True,7,578,Silver,,+(12),+4(125),+1(182),+(57),,-1,,+(64),+(14),+(23),,
45,31,哈尔滨工程大学,原来名字超过了二十字只能叫王老板爆杀了(,王一帆,张传炯,金炜东,王宇华,,True,7,588,Silver,+2(291),+(18),+(95),-27,+1(43),-1,-1,-1,+(53),+(5),+(21),-1,-1
46,,北京理工大学,内核恐慌,张书豪,徐宇飞,陈驭祺,林永钢,,True,7,589,Silver,-1,+(13),+2(173),+1(150),+(65),,,,+(36),+(47),+(43),,
47,,杭州电子科技大学,2024杭电4队,罗传杰,俞越,张雨泽,黄彬彬,,True,7,590,Silver,,+(31),+(147),+1(186),+(85),,,-1,+(67),+(14),+(36),,
48,32,东北大学,东北大学_夕阳红小队,濮金骁,祝云飞,王子晗,刘小锋,,True,7,595,Silver,-1,+(23),+1(118),+(220),+(84),,,-1,+(53),+1(24),+(29),,
49,,中国科学技术大学,苕玩点原神,孙悦淳,金天昊,赖浩宸,孙广中,,True,7,604,Silver,+2(218),+(9),+1(109),-17,+1(56),,,,+2(65),+(8),+(16),,
50,33,西安交通大学,宇宙将为你闪烁,王禹皓,邓熙健,石皓文,王龙翔,,True,7,608,Silver,-1,+(13),+1(108),+4(189),+1(36),,,,+1(78),+(17),+(25),,
51,34,西安电子科技大学,水产王,陈俊丞,孙振元,王骏杰,段毅,,True,7,612,Silver,+2(239),+(51),+(102),-8,+(56),,,,+(74),+(17),+(29),,
52,35,合肥工业大学,天天做早操队,王腾昊,韩昆桦,舒雨飞,曹力,,True,7,613,Silver,-1,+(10),+1(156),+1(243),+(41),-1,,-1,+(77),+(14),+(28),-1,-1
53,,东北大学秦皇岛分校,鸡鸣湖畔,司伟业,张昱东,张裕博,王和兴,,True,7,616,Silver,,+(34),+2(90),-15,+(52),,,+1(233),+(105),+(10),+(29),,
54,36,华南理工大学,Magically WA,涂序有,黄子豪,吴友郅,林连南,,True,7,618,Silver,-1,+(28),+(137),+(197),+2(72),,,,+(103),+(8),+(30),,
55,,山东大学,猫学长，靠谱！,钟以楠,陈方航,刘智豪,郭河川,,True,7,619,Silver,,+1(28),+1(126),+(223),+1(58),,,,+(71),+(29),+(21),,-1
56,,厦门大学,暗黑影色舞,谢舜天,季裕杰,杨晟明,林文水,,True,7,619,Silver,,+(37),+(129),+(230),+1(88),,,,+(72),+(15),+1(7),,
57,,香港科技大学广州,ZJJ是赵家杰,张晋杰,赵欣昊,何家睿,熊辉,,True,7,625,Silver,-1,+(40),+1(118),+4(228),+1(52),,,,+(38),+(7),+(19),,
58,37,湖南科技大学,万万大宝贝,万佳文,文帅,李中钰,向德生,,True,7,628,Silver,-1,+1(28),+(144),+(268),+1(45),,,,+(76),+(7),+(17),,
59,38,南京信息工程大学,我都可以,孙嘉诚,朱一诺,俞卓群,宋彪,,True,7,641,Silver,,+(29),+(142),+1(233),+(68),,,,+(94),+(7),+(44),,
60,39,南京航空航天大学,DML,沈运之,邵嘉奇,任衍硕,邹春然,,True,7,643,Silver,-1,+(10),+(154),+1(239),+1(75),,,,+(85),+(14),+(23),,
61,,西安电子科技大学,喵喵喵,张亲翰,刘朝旭,罗杰,张淑平,,True,7,650,Silver,,+1(22),+3(94),-8,+(34),,,+1(297),+(52),+(17),+(31),,
,,重庆南开中学,日新月异七队,李子晗,倪康乐,李子鸣,陈果,,False,7,657,,,+(28),+(148),+2(287),+(54),,,,+(74),+(9),+(14),,-2
62,40,南京理工大学,混沌蝴蝶,丁则文,王一萌,吴俐伽,余立功,,True,7,677,Silver,,+(13),+2(161),-6,+(39),,,+1(231),+2(90),+(14),+(25),,
63,41,北京师范大学,苹果狗,陈志锐,罗一粟,王儒斌,徐鹏飞,,True,7,678,Silver,-1,+(17),+(119),+5(240),+2(51),,,,+(65),+(13),+(31),,
64,,西湖大学,鱼米之香,严密,周扬帆,王宇皓,周广成,,True,7,679,Silver,,+1(18),+(172),-11,+(71),,,+(284),+(52),+(24),+(34),,
65,,电子科技大学,UESTC_DebugSimulator,褚睿极,李文硕,徐立,吴磊,,True,7,680,Silver,,+1(20),+(128),+2(251),+(52),,,,+1(90),+(25),+(31),,
66,,山东大学,_应用随机过程,李玉庭,苏岳,王源鑫,崔学峰,,True,7,685,Silver,+2(200),+2(45),+3(124),-5,+(53),,,,+(42),+(29),+(49),,-9
67,42,浙江工业大学,啥也不会,冯梓航,谢宇韬,陆仙梁,韩姗姗,,True,7,687,Silver,-3,+(23),+1(140),+2(216),+(105),,,,+1(80),+(10),+(29),,
68,,香港中文大学（深圳）,新建文件夹,莫骄阳,周信言,邓有权,马晨昊,,True,7,687,Silver,,+1(47),+(117),+1(261),+(94),,,,+1(77),+(8),+(21),,-1
69,,南京大学,哥布林,徐梓鸣,李熠城,彭钰朝,马骏,,True,7,692,Silver,-2,+(17),+1(282),+1(150),+(57),,,,+(88),+(24),+(33),,
70,43,湖南师范大学,HowToWin,段天琦,陶子杨,殷浩文,罗迅,,True,7,710,Silver,,+(23),+(163),+3(281),+(45),,,,+1(66),+(16),+(33),,
71,44,大连理工大学,可持久化猫猫虫自动机,陈常杰,连茗暄,刘兆洲,梁冰,,True,7,711,Silver,,+(28),+1(183),+4(241),+(45),,,,+(68),+(11),+(32),,
,,四川省成都市树德中学,牢OIer卤菜,邓力豪,光熠阳,肖迪睿,刘强,,False,7,718,,-1,+(20),+1(154),+3(254),+1(68),,,,+(80),+(11),+(28),,
72,,东南大学,打ACM打的↑↓,汪骏宇,张一林,陈乐扬,倪庆剑,,True,7,741,Silver,,+(21),+2(208),+(248),+1(94),,,,+(57),+(19),+(29),,
73,45,南方科技大学,南方科技大学-皮尔森,钟雨薇,王紫漩,项楚涵,唐博,True,True,7,790,Silver,+1(190),+(50),+3(214),-4,+(56),,,,+2(116),+(6),+(36),,-1
74,46,武汉理工大学,*幻想乡旅行团,刘泽宇,巫殷凯,胡书诚,邓佳,,True,7,791,Silver,,+(32),+2(176),-2,+(107),,,+2(270),+(68),+(13),+(42),,
75,47,大连海事大学,红气球杀手,张雨露,任毅,周晨枫,曹志英,,True,7,800,Silver,,+(90),+(163),+(274),+(86),,,,+(110),+(20),+(55),,
,,重庆市育才中学校,重庆轻轨,周琛乔,彭悠洋,但未,周祖松,,False,7,813,,+1(277),+2(36),+1(232),,+(83),,,,+(54),+(10),+(39),,
76,48,湖南文理学院,不学不练,高锋,洪响,程漠,屠添翼,,True,7,855,Silver,+1(226),+1(29),+2(144),-1,+1(57),,,,+5(147),+(7),+(41),,
77,49,中国科学院大学,原神启动队,黄铮舸,胡格致,唐睿,孙晓明,,True,7,856,Silver,,+1(28),+1(151),-2,+4(118),,,+1(297),+(77),+(20),+(22),,
78,50,国防科技大学,Jasmine,尤炜豪,杨淇斌,王俊博,张元良,,True,7,914,Silver,,+(13),+5(203),+5(299),+(52),,,,+(79),+(24),+(40),,
79,,北京理工大学,百丽宫1号运载火箭，让你飞起来！,黄俊超,赵一辰,刘洲甫,杨松,,True,7,982,Silver,,+1(19),+3(206),+4(272),+1(67),,,,+1(162),+(22),+(30),,
80,51,苏州大学,大四也是四,韩则进,肖锦嗣,李承庚,朱晓旭,,True,7,1044,Silver,+1(287),+(30),+6(261),,+2(51),,,,+2(147),+(10),+(34),,
81,52,兰州大学,随便,水源,张恩彬,李大源,马俊,,True,7,1130,Silver,+22(281),+1(37),+(174),-9,+(70),,,,+(33),+(32),+(41),,
82,53,同济大学,本来挺喜欢ACM的,孙治弘,刘依扬,张乐天,叶晨,,True,6,225,Silver,,+(7),+(108),-5,+(24),,,,+(53),+(13),+(17),-1,
83,,浙江工业大学,choke豁免检定大成功,鲍成,罗志炜,叶瑞阳,侯向辉,,True,6,250,Silver,,+(11),+(93),-6,+(52),,,,+(48),+(16),+(28),-1,
84,54,郑州轻工业大学,失败的Man,刘家贤,姬孟龙,吴宇扬,常化文,,True,6,276,Silver,,+(20),+(99),-4,+(47),,,,+(69),+(9),+(29),,
85,,西安电子科技大学,三分之二去零点,曾岩,田康杰,夏秀锟,万波,,True,6,314,Bronze,-9,+(40),+(103),-1,+1(54),,,,+(62),+(20),+(12),,
86,55,华南农业大学,公司写题跟<censored><censored>一样,梁嘉俊,何勤政,陈国豪,陈湘骥,,True,6,330,Bronze,-8,+(34),+1(119),-7,+(43),,,,+(66),+(10),+(36),,
87,56,沈阳师范大学,今夜，星光灿烂,朱少泽,谌致远,章传亮,穆宝良,,True,6,342,Bronze,-2,+(28),+(115),-6,+(52),,,,+1(80),+(10),+(33),,
88,,南京邮电大学,关于我转生到南邮在ACM赛场打暴力这档事,赵聿祺,王普立,刘沛城,陈志,,True,6,355,Bronze,,+(28),+1(110),-6,+(71),,,,+(55),+(12),+1(36),,
89,57,长安大学,对的对的，哦不对不对,刘葆骐,辜颖燊,钱麦曲,荆树旭,,True,6,367,Bronze,-1,+(40),+2(106),-11,+(86),,,,+(65),+(8),+(20),,
90,58,广西大学,这一发·贯穿星辰,李周详,梅松,孙怿翔,詹锋,,True,6,371,Bronze,,+1(28),+(138),-11,+(74),,,,+(66),+(11),+(32),,
91,,南京大学,队友的奋斗,徐沐杰,徐骁远,倪浩然,马骏,,True,6,388,Bronze,,+2(39),+1(123),,+(60),,,,+(69),+(11),+(24),,
92,59,暨南大学,吃重庆火锅涮肠粉猪肠碌和三河米饺,郭彦培,刘昌源,王宇涛,蔡秋雯,,True,6,388,Bronze,-1,+(14),+1(143),-5,+(38),,,,+(123),+(19),+(29),,
93,,武汉大学,队友原神抽卡倾家荡产还歪了导致没钱报名,苌子杰,毛一凡,王舒睿,董文永,,True,6,393,Bronze,,+(31),+1(162),-9,+2(55),,,,+(59),+(6),+(17),,
94,60,西华大学,李绍杰，那晚打xcpc喊的你名字,谢维文,肖代阳,石浩楠,陈红红,,True,6,395,Bronze,,+(32),+(143),-10,+1(78),,,,+(62),+(13),+(44),,
,,西南交通大学,电灯泡心也会痛,赵一冰,郑欢庆,徐梓航,喻琇瑛,,False,6,396,,,+(36),+1(101),-19,+(73),,,,+(69),+(28),+(66),,
95,61,重庆理工大学,乱,许润峰,于张本,张洋,黄继平,,True,6,397,Bronze,,+2(33),+2(100),-19,+(52),,,,+1(67),+(5),+(38),,
96,62,广州大学,六兆TLEと一WA物語,郑灵杰,林树沛,陈全隆,赵睿,,True,6,414,Bronze,,+(29),+3(165),-6,+(52),,,,+(68),+(9),+(28),,
97,,北京邮电大学,彰显王威吧，踏遍世间的十二辉剑！,张颢龄,谢牧航,王若竹,徐鹏,,True,6,417,Bronze,,+(15),+2(126),-1,+1(79),,,,+(72),+(35),+(29),,
98,,南京航空航天大学,黄转绿,谢雨奇,王锴,匡显然,邹春然,,True,6,421,Bronze,-2,+1(30),+2(194),-23,+(34),,,,+(67),+(9),+(23),,
99,63,阿坝师范学院,火攻,李先笙,胡航,刘付焮,向昌成,,True,6,424,Bronze,,+(34),+(135),-6,+1(78),,,,+(98),+(11),+(46),,
100,64,中国地质大学（武汉）,不可思议之国的爱丽丝正在梦游仙境,陈学海,李诏天,何坤良,张锋,,True,6,426,Bronze,,+(33),+(158),-10,+(74),,,,+(92),+(9),+1(38),,
101,65,上海科技大学,can can need 对不队,钱靖,俞喆川,杨子烆,屠可伟,,True,6,430,Bronze,,+(34),+1(82),-24,+2(157),,,,+(37),+(15),+(42),,
102,66,浙大城市学院,冬雪涟,郭申申,鲁俊杰,张洋鸣,柯海丰,,True,6,436,Bronze,,+(21),+1(213),-4,+(45),,,,+(71),+(8),+1(35),,
103,,南京信息工程大学,北风沧海群山恸,刘一鸣,刘阳元,曹煜珑,潘锦基,,True,6,451,Bronze,,+1(31),+2(162),-5,+1(85),,,,+(50),+(7),+(34),,
104,,西湖大学,天生一队,楼鑫浩,刘振豪,杨宇恒,周广成,,True,6,455,Bronze,,+(24),+4(231),-4,+(38),,,,+(61),+(11),+(8),,
105,67,电子科技大学中山学院,澄净闪耀,董泓栎,樊洪源,洪金健,吴舜歆,,True,6,461,Bronze,-4,+(30),+(161),,+1(61),,,,+1(109),+(16),+(43),,
106,,苏州大学,绫地宁宁公主,周骁逸,林昱彤,史华睿,赵雷,,True,6,466,Bronze,,+(22),+1(203),-3,+(50),,,,+(106),+(29),+(33),,
107,68,西南交通大学,公主殿下护卫队,郭欣森,毛锦阳,陈凯南,喻琇瑛,,True,6,467,Bronze,,+(38),+2(211),-12,+(43),,,,+1(75),+(15),+(22),,
,,重庆市育才中学校,璧山云巴,张锦轩,刘睿迪,王宥丁,周祖松,,False,6,467,,,+(32),+1(264),-5,+(81),,,,+(24),+(8),+(34),-2,
108,,华南理工大学,这发不AC我当场把电脑吃掉,罗子健,王雅恒,叶文煜,林连南,,True,6,471,Bronze,,+1(46),+1(124),-12,+1(89),,,,+(113),+(8),+(29),,
109,69,长沙学院,冲冲冲,应郑涛,曾翔,何南宁,何可可,,True,6,474,Bronze,,+(33),+(189),-17,+(88),,,,+(103),+(14),+(43),,
110,70,河海大学,xcpc什么时候进奥运,黄兆彬,任意,杨家辉,张雪洁,,True,6,481,Bronze,,+(39),+(193),,+(86),,,,+(111),+(25),+(24),,
111,71,西北师范大学,哔站关注星幻流空，在线征婚喵～,杨凯,杨森宇,曾祥涛,魏伟一,,True,6,482,Bronze,-1,+1(38),+2(178),,+(46),,,,+(86),+(15),+(57),,-1
112,72,阜阳师范大学,又到了难搞的时候,张美星,胡召鑫,束明伟,王茂华,,True,6,482,Bronze,,+(30),+1(194),-15,+1(74),,,,+(113),+(7),+(22),,
113,,同济大学,登神长阶,张翔,林鑫宇,王琨瑀,叶晨,,True,6,500,Bronze,-1,+(29),+1(222),-4,+2(64),,,,+(82),+(10),+(30),,
114,73,天津工业大学,你有什么头猪吗？,应嘉宇,赵艺稞,郭梦贞,任淑霞,,True,6,502,Bronze,-1,+(30),+(196),,+(114),,,,+(131),+(6),+(23),,
115,,浙江师范大学,该戒网瘾了,嵇纹垲,陈炯荣,张煜,韩建民,,True,6,503,Bronze,,+1(48),+(168),-12,+(63),,,,+1(144),+(8),+(29),,
116,74,浙江工商大学,看ad免费ac,谢相逸,詹海吉,陈锦鸿,胡毓励,,True,6,503,Bronze,,+(30),+(210),-1,+1(94),,,,+(67),+(37),+(43),,
117,75,武汉商学院,冰雪聪明琪露诺,熊子豪,贾锐哲,魏翔,曲成璋,,True,6,507,Bronze,-2,+(31),+1(164),-10,+(61),,,,+(158),+(9),+(60),,
118,,北京邮电大学,帮帮我，评测机老爷爷！,蔡禹煊,曾巍,蔡佩霖,徐鹏,,True,6,507,Bronze,,+(37),+3(212),-10,+1(63),,,,+(66),+1(9),+(18),,
119,76,广东工业大学,加睡,梁若飞,梁伟,陈中豫,孙宣东,,True,6,512,Bronze,,+(44),+2(174),-5,+(75),,,,+(78),+(9),+2(50),,
120,77,西南科技大学,老东西,刘雨凡,游克峰,朱杰,杨春明,,True,6,512,Bronze,,+1(44),+3(185),-6,+1(64),,,,+(74),+(10),+(32),,
121,78,武汉科技大学,RELX悦刻幻影PRO,孙煜恒,朱俊杰,万家梁,李顺新,,True,6,514,Bronze,,+(18),+7(201),-11,+(56),,,,+(49),+(8),+(39),,
122,,广东工业大学,我们已经很努力想队名了,黄立韬,梁志聪,李梓灏,孙宣东,,True,6,518,Bronze,,+2(51),+(123),-14,+1(93),,,,+(88),+1(23),+(57),,
123,,电子科技大学,UESTC_*._.*,郑祯宇,赵聪,郑智馨,吴磊,,True,6,525,Bronze,,+(40),+4(239),-6,+(54),,,,+(65),+(14),+(29),,
,,重庆南开中学,日新月异六队,冯梓轩,朱聪恒,廖桁锋,张浩炜,,False,6,526,,,+(25),+2(183),-7,+1(122),,,,+(79),+(14),+(40),,
,,重庆市育才中学校,重庆育才中学一队,郑悠然,张家瑞,张渝林,周祖松,,False,6,528,,,+(33),+(259),-10,+2(74),,,,+(66),+(13),+(41),,
124,,西安交通大学,锦筝叹,曹思宇,钟宇,李牧远,王龙翔,,True,6,529,Bronze,-1,+1(64),+1(209),-9,+(76),,,,+(54),+(13),+(70),-2,
125,,电子科技大学,UESTC_在理工学校想邂逅文学学姐搞错了什么,梁育诚,冉泽宇,陈治臻,杨鹏,,True,6,534,Bronze,,+1(18),+3(279),-25,+(55),,,,+1(45),+(8),+(25),,
126,79,燕山大学,塔山之巅,孙振轩,李一阳,吴亚楠,穆运峰,,True,6,535,Bronze,,+3(33),+2(145),,+1(73),,,,+(94),+(10),+(57),,
127,,中山大学,中山大学8队,罗金浩,甘善铭,王泓皓,张子臻,,True,6,540,Bronze,,+(53),+3(279),-12,+(9),,,,+(50),+(29),+(59),,
128,80,深圳技术大学,SZTU_断了的轨迹,张俊城,黄睿,莫昊,郭云镝,,True,6,541,Bronze,,+(34),+2(253),-8,+(73),,,,+(89),+(11),+(39),,
129,81,东华大学,转生成为C++卢瑟,沈兴波,侯迦得,占宏,黄永锋,,True,6,544,Bronze,-2,+(43),+1(165),-3,+3(97),,,,+(129),+(8),+(19),,
130,82,东北师范大学,RuntimeError,齐昊坤,曹勇麟,黎江楠,周治国,,True,6,552,Bronze,,+2(76),+3(162),-11,+(64),,,,+(95),+(15),+(38),,
131,83,东莞理工学院,心态就是力量,黄海,林恬烁,林志龙,陈传祥,,True,6,555,Bronze,-1,+1(44),+(192),-8,+(113),-2,-3,-3,+3(79),+(16),+(29),-1,-1
,,重庆南开中学,日新月异四队,黎谨与,林洪羽,何伊扬,张浩炜,,False,6,555,,,+(23),+2(266),-6,+(76),,,,+1(93),+(7),+(28),,
132,84,湘潭大学,数据别和我作队,资刘宇凡,陈翔,许秋宇,谢勇,,True,6,561,Bronze,,+(29),+(141),-7,+3(144),,,,+1(104),+(10),+(51),,
133,85,华南师范大学,你怎么知道我的鼠标里有器灵,阴铭洋,蔡海鹏,陈耿城,梁军,,True,6,569,Bronze,,+1(79),+1(171),-1,+1(127),,,,+(45),+(25),+(59),,
134,86,集美大学,我想同你永望黄昏,颜秉轩,姚远,许超洪,郑翠玲,,True,6,570,Bronze,,+(68),+(195),-9,+(109),,,,+(137),+(10),+(48),,
